rang_bundesweit,verein,verband,gebiet,ligastufe,spielklasse,staffel,staffel_id,platz_in_staffel,spiele,siege,unentschieden,niederlagen,tore,gegentore,tordifferenz,punkte,punkte_pro_spiel,rangaenderung_vorwoche,quelle
2442,SSV 80 Gardelegen,Sachsen-Anhalt,Sachsen-Anhalt,7,Landesliga,LOTTO-Landesliga Nord · Sachsen-Anhalt,0318RGG1JC000004VS5489BTVSK8S3O6-G,16,2,0,0,2,1,6,-5,0,0.0,,fussball.de
2443,TuSG Ritterhude,Niedersachsen,Bezirk Lüneburg,7,Bezirksliga,Bezirksliga Lüneburg 3,0312IJGSOS000000VS5489BUVSBBVPEU-G,15,5,0,0,5,4,17,-13,0,0.0,,fussball.de
2444,Post SV Dresden,Sachsen,Sachsen,7,Landesklasse,Sachsenklasse Ost,031B6082V0000008VS5489BUVV628VP4-G,16,3,0,0,3,4,12,-8,0,0.0,,fussball.de
2445,Wedel 1.Hr.,Hamburg,Bezirksebene Hamburg,7,Bezirksliga,BZL 03 · Bezirksebene Hamburg,0318JSU6OS000006VS5489BTVSK8S3O6-G,15,3,0,0,3,4,12,-8,0,0.0,,fussball.de
2446,TSV Uettingen,Bayern,Bezirk Unterfranken,7,Bezirksliga,BZL Ufr-West · Bezirk Unterfranken,030V9PBLI800001VVS5489BTVT51B5B5-G,17,6,0,0,6,7,23,-16,0,0.0,,fussball.de
2447,SV SW Lembeck,Westfalen,Westfalen,7,Landesliga,IGA 2027 Landesliga Staffel 4 · Westfalen,0313Q1LGTS000017VS5489BTVU7GTVLE-G,17,3,0,0,3,2,10,-8,0,0.0,,fussball.de
2448,SV Osterburken,Baden,Baden,7,Landesliga,bfv-Landesliga Odenwald · Baden,03188VGCFS000000VS5489BTVU7GTVLE-G,15,3,0,0,3,1,9,-8,0,0.0,,fussball.de
2449,SC Reusrath,Niederrhein,Bezirk Niederrhein,7,Bezirksliga,Bezirksliga Gruppe 2 · Bezirk Niederrhein,0311F9OJB000000DVS5489BUVVARDA0V-G,17,3,0,0,3,0,8,-8,0,0.0,,fussball.de
2450,VfL Knesebeck,Niedersachsen,Bezirk Braunschweig,7,Bezirksliga,Bezirksliga Braunschweig 1,0318NLOQIS00000DVS5489BUVV628VP4-G,13,4,0,0,4,5,16,-11,0,0.0,,fussball.de
2451,SG Hoya,Niedersachsen,Bezirk Hannover,7,Bezirksliga,Bezirksliga Hannover Staffel 1,0316M7I65K000006VS5489BUVSBBVPEU-G,16,4,0,0,4,4,15,-11,0,0.0,,fussball.de
2452,SVW Mainz,Südwest,Südwest,7,Landesliga,Herren Landesliga Ost · Südwest,03141ST64K00000AVS5489BUVSBBVPEU-G,16,5,0,0,5,3,17,-14,0,0.0,,fussball.de
2453,SV Rheidt,Mittelrhein,Bezirk Mittelrhein,7,Bezirksliga,"Bezirksliga, Staffel 3 · Bezirk Mittelrhein",031CO3N6SS00000HVS5489BUVUR5FS5A-G,16,1,0,0,1,2,5,-3,0,0.0,,fussball.de
2454,VFC Anklam,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,7,Landesliga,Landesliga Ost Herren · Mecklenburg-Vorpommern,03162FD6S8000007VS5489BTVU7GTVLE-G,12,1,0,0,1,2,5,-3,0,0.0,,fussball.de
2455,FV Möhringen,Südbaden,Südbaden,7,Landesliga,Landesliga 3 · Südbaden,031C3L4KVK000004VS5489BUVUR5FS5A-G,16,3,0,0,3,5,14,-9,0,0.0,,fussball.de
2456,SG-SV Lobbach,Baden,Baden,7,Landesliga,bfv-Landesliga Rhein-Neckar · Baden,03188VGCOG00000HVS5489BTVU7GTVLE-G,15,2,0,0,2,3,9,-6,0,0.0,,fussball.de
2457,SC Unterbach,Niederrhein,Bezirk Niederrhein,7,Bezirksliga,Bezirksliga Gruppe 1 · Bezirk Niederrhein,0311F9OIVK000000VS5489BUVVARDA0V-G,18,3,0,0,3,4,13,-9,0,0.0,,fussball.de
2458,FV Ettlingenweier,Baden,Baden,7,Landesliga,bfv-Landesliga Mittelbaden,03188VGCUS00000GVS5489BTVU7GTVLE-G,17,4,0,0,4,4,16,-12,0,0.0,,fussball.de
2459,SpVg. Köln-Flittard,Mittelrhein,Bezirk Mittelrhein,7,Bezirksliga,"Bezirksliga, Staffel 1 · Bezirk Mittelrhein",031CO3N6CG00000IVS5489BUVUR5FS5A-G,14,1,0,0,1,1,4,-3,0,0.0,,fussball.de
2460,TuS Davenstedt,Niedersachsen,Bezirk Hannover,7,Bezirksliga,Bezirksliga Hannover Staffel 2,0316M7KQOG000004VS5489BUVSBBVPEU-G,15,4,0,0,4,3,15,-12,0,0.0,,fussball.de
2461,Grimmener SV,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,7,Landesliga,Landesliga Ost Herren · Mecklenburg-Vorpommern,03162FD6S8000007VS5489BTVU7GTVLE-G,13,1,0,0,1,0,3,-3,0,0.0,,fussball.de
2462,SG Bornim,Brandenburg,Brandenburg,7,Landesliga,Landesliga Nord · Brandenburg,0318RO2U5O000009VS5489BTVSK8S3O6-G,13,1,0,0,1,0,3,-3,0,0.0,,fussball.de
2463,SV Wacker 09 Cottbus-Ströbitz,Brandenburg,Brandenburg,7,Landesliga,Landesliga Süd · Brandenburg,0318RO2UDG000002VS5489BTVSK8S3O6-G,15,1,0,0,1,0,3,-3,0,0.0,,fussball.de
2464,FC Aschheim,Bayern,Bezirk Oberbayern,7,Bezirksliga,001 BZL Oberbayern Nord,0318M7EJ2O000006VS5489BUVV628VP4-G,16,6,0,0,6,3,22,-19,0,0.0,,fussball.de
2465,SV Losheim,Saarland,Saarland,7,Verbandsliga,Verbandsliga Süd / West · Saarland,03108NFRFC000005VS5489BTVT51B5B5-G,15,5,0,0,5,7,23,-16,0,0.0,,fussball.de
2466,SV Viktoria 08 Georgsmarienhütte,Niedersachsen,Bezirk Weser-Ems,7,Bezirksliga,Bezirksliga Weser-Ems 5,03142DDUHO000007VS5489BUVSBBVPEU-G,16,5,0,0,5,4,20,-16,0,0.0,,fussball.de
2467,SV Empor Buttstädt,Thüringen,Thüringen,7,Landesklasse,Landesklasse Staffel 2 · Thüringen,03155QUIL4000008VS5489BUVSBBVPEU-G,16,4,0,0,4,3,16,-13,0,0.0,,fussball.de
2468,SSV Bergisch Born 2,Niederrhein,Bezirk Niederrhein,7,Bezirksliga,Bezirksliga Gruppe 2 · Bezirk Niederrhein,0311F9OJB000000DVS5489BUVVARDA0V-G,18,3,0,0,3,6,16,-10,0,0.0,,fussball.de
2469,SG Bruchköbel,Hessen,Region Frankfurt,7,Gruppenliga,GL Frankfurt Gr.Ost · Region Frankfurt,0318IGJNQ000000IVS5489BUVV628VP4-G,18,6,0,0,6,4,24,-20,0,0.0,,fussball.de
2470,FSV Tauberhöhe,Baden,Baden,7,Landesliga,bfv-Landesliga Odenwald · Baden,03188VGCFS000000VS5489BTVU7GTVLE-G,16,3,0,0,3,0,10,-10,0,0.0,,fussball.de
2471,Friedenauer TSC,Berlin,Berlin,7,Landesliga,Herren Landesliga St.1 · Berlin,0317AFVR84000006VS5489BUVSBBVPEU-G,14,2,0,0,2,2,9,-7,0,0.0,,fussball.de
2472,Hamwarde 1.Hr.,Hamburg,Bezirksebene Hamburg,7,Bezirksliga,BZL 01 · Bezirksebene Hamburg,0318JSU6DO000006VS5489BTVSK8S3O6-G,15,4,0,0,4,4,18,-14,0,0.0,,fussball.de
2473,SC Borsigwalde,Berlin,Berlin,7,Landesliga,Herren Landesliga St.2 · Berlin,0317AFVREC000003VS5489BUVSBBVPEU-G,15,2,0,0,2,2,9,-7,0,0.0,,fussball.de
2474,SV Türkiyemspor R.-B.,Rheinland,Bezirk Rheinland,7,Bezirksliga,Bezirksliga Ost Herren · Bezirk Rheinland,03142NF3H400000FVS5489BTVU7GTVLE-G,15,4,0,0,4,4,18,-14,0,0.0,,fussball.de
2475,VfB Fortuna Biesdorf II,Berlin,Berlin,7,Landesliga,Herren Landesliga St.1 · Berlin,0317AFVR84000006VS5489BUVSBBVPEU-G,15,2,0,0,2,1,8,-7,0,0.0,,fussball.de
2476,Bischofswerda FV 08 II,Sachsen,Sachsen,7,Landesklasse,Sachsenklasse Ost,031B6082V0000008VS5489BUVV628VP4-G,15,2,0,0,2,0,7,-7,0,0.0,,fussball.de
2477,SV Lilienthal-Falkenberg,Niedersachsen,Bezirk Lüneburg,7,Bezirksliga,Bezirksliga Lüneburg 3,0312IJGSOS000000VS5489BUVSBBVPEU-G,16,5,0,0,5,3,21,-18,0,0.0,,fussball.de
2478,SV Blau-Weiß Binningen,Rheinland,Bezirk Rheinland,7,Bezirksliga,Bezirksliga Mitte Herren · Bezirk Rheinland,031C3OBN2400000EVS5489BTVUS470OH-G,16,3,0,0,3,2,13,-11,0,0.0,,fussball.de
2479,TSV Wipshausen,Niedersachsen,Bezirk Braunschweig,7,Bezirksliga,Bezirksliga Braunschweig 2,0318NLOQUS00000GVS5489BUVV628VP4-G,15,4,0,0,4,5,20,-15,0,0.0,,fussball.de
2480,SG Müschenbach,Rheinland,Bezirk Rheinland,7,Bezirksliga,Bezirksliga Ost Herren · Bezirk Rheinland,03142NF3H400000FVS5489BTVU7GTVLE-G,16,4,0,0,4,3,18,-15,0,0.0,,fussball.de
2481,SV Lemgow-Dangenstorf,Niedersachsen,Bezirk Lüneburg,7,Bezirksliga,Bezirksliga Lüneburg 1,0312IJGSBK00000AVS5489BUVSBBVPEU-G,16,4,0,0,4,2,17,-15,0,0.0,,fussball.de
2482,SV Winterbach,Südwest,Südwest,7,Landesliga,Herren Landesliga West · Südwest,03141ST5SO000007VS5489BUVSBBVPEU-G,16,5,0,0,5,7,26,-19,0,0.0,,fussball.de
2483,SF Hamborn 07,Niederrhein,Bezirk Niederrhein,7,Bezirksliga,Bezirksliga Gruppe 5 · Bezirk Niederrhein,0311F9OK7C00000NVS5489BUVVARDA0V-G,17,3,0,0,3,4,16,-12,0,0.0,,fussball.de
2484,Deutz 05 II,Mittelrhein,Bezirk Mittelrhein,7,Bezirksliga,"Bezirksliga, Staffel 1 · Bezirk Mittelrhein",031CO3N6CG00000IVS5489BUVUR5FS5A-G,15,1,0,0,1,1,5,-4,0,0.0,,fussball.de
2485,FC 98 Hennigsdorf,Brandenburg,Brandenburg,7,Landesliga,Landesliga Nord · Brandenburg,0318RO2U5O000009VS5489BTVSK8S3O6-G,14,1,0,0,1,1,5,-4,0,0.0,,fussball.de
2486,SC Hartenfels Torgau,Sachsen,Sachsen,7,Landesklasse,Sachsenklasse Nord,031B608474000000VS5489BUVV628VP4-G,15,2,0,0,2,2,10,-8,0,0.0,,fussball.de
2487,SG Großziethen,Brandenburg,Brandenburg,7,Landesliga,Landesliga Süd · Brandenburg,0318RO2UDG000002VS5489BTVSK8S3O6-G,16,1,0,0,1,1,5,-4,0,0.0,,fussball.de
2488,Spfr Gechingen,Württemberg,Württemberg,7,Landesliga,Landesliga 3 · Württemberg,03160T9VE0000001VS5489BUVSBBVPEU-G,16,3,0,0,3,3,15,-12,0,0.0,,fussball.de
2489,Rot-Weiß Hünsborn,Westfalen,Westfalen,7,Landesliga,IGA 2027 Landesliga Staffel 2 · Westfalen,0313Q1LG6400001IVS5489BTVU7GTVLE-G,15,3,0,0,3,2,14,-12,0,0.0,,fussball.de
2490,WSV Wendschott,Niedersachsen,Bezirk Braunschweig,7,Bezirksliga,Bezirksliga Braunschweig 1,0318NLOQIS00000DVS5489BUVV628VP4-G,15,4,0,0,4,2,18,-16,0,0.0,,fussball.de
2491,Angermünder FC,Brandenburg,Brandenburg,7,Landesliga,Landesliga Nord · Brandenburg,0318RO2U5O000009VS5489BTVSK8S3O6-G,15,1,0,0,1,0,4,-4,0,0.0,,fussball.de
2492,Pfeffersport,Berlin,Berlin,7,Landesliga,Herren Landesliga St.2 · Berlin,0317AFVREC000003VS5489BUVSBBVPEU-G,16,2,0,0,2,0,8,-8,0,0.0,,fussball.de
2493,SV Bergheim,Mittelrhein,Bezirk Mittelrhein,7,Bezirksliga,"Bezirksliga, Staffel 2 · Bezirk Mittelrhein",031CO3N6LC00000IVS5489BUVUR5FS5A-G,15,1,0,0,1,0,4,-4,0,0.0,,fussball.de
2494,SV Pastow II,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,7,Landesliga,Landesliga Ost Herren · Mecklenburg-Vorpommern,03162FD6S8000007VS5489BTVU7GTVLE-G,14,1,0,0,1,0,4,-4,0,0.0,,fussball.de
2495,SV Wacker 04 Bad Salzungen,Thüringen,Thüringen,7,Landesklasse,Landesklasse Staffel 3 · Thüringen,03155QUIRC000008VS5489BUVSBBVPEU-G,16,3,0,0,3,0,12,-12,0,0.0,,fussball.de
2496,TuS Lindlar,Mittelrhein,Bezirk Mittelrhein,7,Bezirksliga,"Bezirksliga, Staffel 1 · Bezirk Mittelrhein",031CO3N6CG00000IVS5489BUVUR5FS5A-G,16,1,0,0,1,0,4,-4,0,0.0,,fussball.de
2497,UH-Adler 2.Hr.,Hamburg,Bezirksebene Hamburg,7,Bezirksliga,BZL 03 · Bezirksebene Hamburg,0318JSU6OS000006VS5489BTVSK8S3O6-G,16,3,0,0,3,8,21,-13,0,0.0,,fussball.de
2498,SSV Kästorf/Warmenau,Niedersachsen,Bezirk Braunschweig,7,Bezirksliga,Bezirksliga Braunschweig 1,0318NLOQIS00000DVS5489BUVV628VP4-G,14,3,0,0,3,2,15,-13,0,0.0,,fussball.de
2499,TSV Wulsdorf,Bremen,Bezirk Bremen,7,Bezirksliga,Bezirksliga · Bezirk Bremen,031DQB5JTK00000CVS5489BTVUS470OH-G,14,2,0,0,2,3,12,-9,0,0.0,,fussball.de
2500,SV Westerbeck,Niedersachsen,Bezirk Braunschweig,7,Bezirksliga,Bezirksliga Braunschweig 1,0318NLOQIS00000DVS5489BUVV628VP4-G,16,4,0,0,4,3,21,-18,0,0.0,,fussball.de
2501,Aumühle 1.Hr.,Hamburg,Bezirksebene Hamburg,7,Bezirksliga,BZL 01 · Bezirksebene Hamburg,0318JSU6DO000006VS5489BTVSK8S3O6-G,16,4,0,0,4,2,20,-18,0,0.0,,fussball.de
2502,SV Lauingen Bornum,Niedersachsen,Bezirk Braunschweig,7,Bezirksliga,Bezirksliga Braunschweig 2,0318NLOQUS00000GVS5489BUVV628VP4-G,16,4,0,0,4,2,20,-18,0,0.0,,fussball.de
2503,SV Merkur 06 Oelsnitz,Sachsen,Sachsen,7,Landesklasse,Sachsenklasse West,031B6083R0000006VS5489BUVV628VP4-G,16,3,0,0,3,4,18,-14,0,0.0,,fussball.de
2504,SV Lindenau 1848,Sachsen,Sachsen,7,Landesklasse,Sachsenklasse Nord,031B608474000000VS5489BUVV628VP4-G,16,3,0,0,3,2,16,-14,0,0.0,,fussball.de
2505,SV Gehrden,Niedersachsen,Bezirk Hannover,7,Bezirksliga,Bezirksliga Hannover Staffel 3,0316M82URK000004VS5489BUVSBBVPEU-G,17,5,0,0,5,1,25,-24,0,0.0,,fussball.de
2506,FC Internationale Berlin II,Berlin,Berlin,7,Landesliga,Herren Landesliga St.1 · Berlin,0317AFVR84000006VS5489BUVSBBVPEU-G,16,2,0,0,2,3,13,-10,0,0.0,,fussball.de
2507,TSV Grolland,Bremen,Bezirk Bremen,7,Bezirksliga,Bezirksliga · Bezirk Bremen,031DQB5JTK00000CVS5489BTVUS470OH-G,15,2,0,0,2,1,11,-10,0,0.0,,fussball.de
2508,OSV Hannover II,Niedersachsen,Bezirk Hannover,7,Bezirksliga,Bezirksliga Hannover Staffel 2,0316M7KQOG000004VS5489BUVSBBVPEU-G,16,3,0,0,3,1,17,-16,0,0.0,,fussball.de
2509,TV Konzen,Mittelrhein,Bezirk Mittelrhein,7,Bezirksliga,"Bezirksliga, Staffel 4 · Bezirk Mittelrhein",031CO3N73G00000HVS5489BUVUR5FS5A-G,16,1,0,0,1,1,7,-6,0,0.0,,fussball.de
2510,SC Uckerath,Mittelrhein,Bezirk Mittelrhein,7,Bezirksliga,"Bezirksliga, Staffel 2 · Bezirk Mittelrhein",031CO3N6LC00000IVS5489BUVUR5FS5A-G,16,1,0,0,1,0,7,-7,0,0.0,,fussball.de
2511,Sievershäger SV,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,7,Landesliga,Landesliga West Herren · Mecklenburg-Vorpommern,03162FD72G000007VS5489BTVU7GTVLE-G,13,1,0,0,1,0,8,-8,0,0.0,,fussball.de
2512,FC K'blittersdorf,Saarland,Saarland,7,Verbandsliga,Verbandsliga Süd / West · Saarland,03108NFRFC000005VS5489BTVT51B5B5-G,16,5,0,0,5,0,50,-50,0,0.0,,fussball.de
2513,SG 03 Ludwigslust / Grabow,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,7,Landesliga,Landesliga West Herren · Mecklenburg-Vorpommern,03162FD72G000007VS5489BTVU7GTVLE-G,14,1,0,0,1,1,16,-15,0,0.0,,fussball.de
2514,VfL Repelen,Niederrhein,Bezirk Niederrhein,7,Bezirksliga,Bezirksliga Gruppe 5 · Bezirk Niederrhein,0311F9OK7C00000NVS5489BUVVARDA0V-G,18,3,0,0,3,2,53,-51,0,0.0,,fussball.de
2515,SG Eintracht Peitz,Brandenburg,Brandenburg,8,Landesklasse,Landesklasse Süd · Brandenburg,0318RR15HC000000VS5489BTVSK8S3O6-G,1,1,1,0,0,14,2,12,3,3.0,,fussball.de
2516,AL-ARZ Libanon Essen 08,Niederrhein,Kreis Essen,8,Kreisliga A,Kreisliga A Gruppe 1 · Kreis Essen,031FK22CV4000004VS5489BTVUS470OH-G,1,3,3,0,0,31,3,28,9,3.0,,fussball.de
2517,SC Germania Geyen,Mittelrhein,Kreis Rhein-Erft,8,Kreisliga A,Kreisliga A Staffel 1 · Kreis Rhein-Erft,031KSBC44K000000VS5489BUVVKNMR0J-G,2,1,1,0,0,10,1,9,3,3.0,,fussball.de
2518,1. FC Schöneberg 7er,Berlin,Bezirk Berlin,8,Bezirksliga,7er Herren Bezirksliga St.1 · Bezirk Berlin,0317AGKTM4000001VS5489BUVSBBVPEU-G,1,1,1,0,0,9,1,8,3,3.0,,fussball.de
2519,TSV Beyenburg,Niederrhein,Kreis Wuppertal-Niederberg,8,Kreisliga A,Kreisliga A · Kreis Wuppertal-Niederberg,031HAS8NV000000GVS5489BTVVG7L386-G,1,4,4,0,0,35,5,30,12,3.0,,fussball.de
2520,Gremberg-Humboldt I,Mittelrhein,Kreis Köln,8,Kreisliga A,Kreisliga A · Kreis Köln,030TOCD0SK000003VS5489BUVSOV43J9-G,1,1,1,0,0,9,2,7,3,3.0,,fussball.de
2521,TuS Birk,Mittelrhein,Kreis Sieg,8,Kreisliga A,Kreisliga A Staffel 1 · Kreis Sieg,031DDUF9M4000000VS5489BTVUS470OH-G,1,1,1,0,0,7,0,7,3,3.0,,fussball.de
2522,Heesseler SV,Niedersachsen,Kreis Region Hannover,8,Kreisliga,Kreisliga Region Hannover Staffel 1,031E1K0F9C00000BVS5489BUVUR5FS5A-G,1,3,3,0,0,20,1,19,9,3.0,,fussball.de
2523,SV Schleußig 1990 I,Sachsen,Kreis Leipzig,8,Kreisoberliga,Herren Stadtliga · Kreis Leipzig,03168LR9PS000007VS5489BUVSBBVPEU-G,1,3,3,0,0,20,1,19,9,3.0,,fussball.de
2524,MTV Union Hamborn,Niederrhein,Kreis Duisburg-Mülheim-Dinslak,8,Kreisliga A,"Kreisliga A, Gruppe 2 · Kreis Duisburg-Mülheim-Dinslak",031D3EOEJ4000005VS5489BUVUR5FS5A-G,1,1,1,0,0,10,4,6,3,3.0,,fussball.de
2525,Penkuner SV Rot-Weiß,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,8,Landesklasse,Landesklasse II Herren · Mecklenburg-Vorpommern,03162FKMRS00000JVS5489BTVU7GTVLE-G,1,1,1,0,0,7,1,6,3,3.0,,fussball.de
2526,SV 1922 Pouch-Rösa,Sachsen-Anhalt,Sachsen-Anhalt,8,Landesklasse,LK - 4 · Sachsen-Anhalt,030TLMNO1S00000CVS5489BTVVR5L0PB-G,1,1,1,0,0,7,1,6,3,3.0,,fussball.de
2527,TuS Homburg-Bröltal,Mittelrhein,Kreis Berg,8,Kreisliga A,Kreisliga A · Kreis Berg,0313OUBHAG00000CVS5489BTVU7GTVLE-G,1,1,1,0,0,7,1,6,3,3.0,,fussball.de
2528,Aramäer Heilbronn,Württemberg,Bezirk Franken,8,Bezirksliga,Bezirksliga · Bezirk Franken,031990GCKK000006VS5489BUVV628VP4-G,1,2,2,0,0,13,1,12,6,3.0,,fussball.de
2529,SC 1910 Käfertal,Baden,Kreis Mannheim,8,Kreisliga,Kreisliga Mannheim,031EKNM2HG00000LVS5489BUVUR5FS5A-G,1,1,1,0,0,6,0,6,3,3.0,,fussball.de
2530,SV Fortuna Müllekoven,Mittelrhein,Kreis Sieg,8,Kreisliga A,Kreisliga A Staffel 1 · Kreis Sieg,031DDUF9M4000000VS5489BTVUS470OH-G,2,1,1,0,0,6,0,6,3,3.0,,fussball.de
2531,Spfr. Ippendorf,Mittelrhein,Kreis Bonn,8,Kreisliga A,Kreisliga A · Kreis Bonn,031BONFSMC000004VS5489BTVUS470OH-G,1,1,1,0,0,6,0,6,3,3.0,,fussball.de
2532,1. FC Monheim 2,Niederrhein,Kreis Remscheid-Solingen,8,Kreisliga A,Kreisliga A Gruppe 1 · Kreis Remscheid-Solingen,031IKDBDVO000004VS5489BTVSRD0UH9-G,1,3,3,0,0,22,5,17,9,3.0,,fussball.de
2533,FC Schunter,Niedersachsen,Kreis Helmstedt,8,Kreisliga,Kreisliga Helmstedt,031AI79OHG000004VS5489BUVV628VP4-G,2,3,3,0,0,18,1,17,9,3.0,,fussball.de
2534,SV Alter Teichweg 1.Hr.,Hamburg,Kreisebene Hamburg,8,Kreisliga,KL 08 · Kreisebene Hamburg,0318JTBF0K00000EVS5489BTVSK8S3O6-G,3,2,2,0,0,12,1,11,6,3.0,,fussball.de
2535,Spvgg Trossingen I,Württemberg,Bezirk Schwarzwald/Zollern,8,Bezirksliga,Bezirksliga Schwarzwald/Zollern,031515MQFO000004VS5489BUVSBBVPEU-G,5,2,2,0,0,12,1,11,6,3.0,,fussball.de
2536,BSV 53 Irfersgrün,Sachsen,Kreis Vogtland,8,Kreisoberliga,Sparkassenvogtlandliga,031DOUTJ9C000007VS5489BTVUS470OH-G,1,2,2,0,0,11,0,11,6,3.0,,fussball.de
2537,Lohkamp 1.Hr.,Hamburg,Kreisebene Hamburg,8,Kreisliga,KL 05 · Kreisebene Hamburg,0318JTBE7O00000EVS5489BTVSK8S3O6-G,1,3,3,0,0,19,3,16,9,3.0,,fussball.de
2538,VfB Artern,Thüringen,Kreis Nordthüringen,8,Kreisoberliga,TeamsportNDH-Kreisoberliga · Kreis Nordthüringen,031AF036KO000007VS5489BUVV628VP4-G,1,3,3,0,0,19,3,16,9,3.0,,fussball.de
2539,MTV Frellstedt,Niedersachsen,Kreis Helmstedt,8,Kreisliga,Kreisliga Helmstedt,031AI79OHG000004VS5489BUVV628VP4-G,3,3,3,0,0,20,5,15,9,3.0,,fussball.de
2540,BU 4.Hr.,Hamburg,Kreisebene Hamburg,8,Kreisliga,KL 04 · Kreisebene Hamburg,0318JTBE1G00000EVS5489BTVSK8S3O6-G,1,3,3,0,0,19,4,15,9,3.0,,fussball.de
2541,1. FC Lok Stendal II,Sachsen-Anhalt,Sachsen-Anhalt,8,Landesklasse,LK - 1 · Sachsen-Anhalt,030TLMNN5S000000VS5489BTVVR5L0PB-G,1,1,1,0,0,6,1,5,3,3.0,,fussball.de
2542,Delay Sports Berlin II,Berlin,Bezirk Berlin,8,Bezirksliga,Herren Bezirksliga St.3 · Bezirk Berlin,0317AGKTGO000006VS5489BUVSBBVPEU-G,1,2,2,0,0,12,2,10,6,3.0,,fussball.de
2543,TSV Weiß,Mittelrhein,Kreis Rhein-Erft,8,Kreisliga A,Kreisliga A Staffel 1 · Kreis Rhein-Erft,031KSBC44K000000VS5489BUVVKNMR0J-G,3,1,1,0,0,6,1,5,3,3.0,,fussball.de
2544,Tuspo Surheide II,Bremen,Kreis Bremerhaven,8,1.Kreisliga (A),Kreisliga A · Kreis Bremerhaven,031FM6AOM000000EVS5489BTVUS470OH-G,1,2,2,0,0,12,2,10,6,3.0,,fussball.de
2545,Viktoria Buchholz II,Niederrhein,Kreis Duisburg-Mülheim-Dinslak,8,Kreisliga A,"Kreisliga A, Gruppe 2 · Kreis Duisburg-Mülheim-Dinslak",031D3EOEJ4000005VS5489BUVUR5FS5A-G,2,1,1,0,0,6,1,5,3,3.0,,fussball.de
2546,SG Großnaundorf,Sachsen,Kreis Westlausitz,8,Kreisoberliga,Sparkassen-Kreisoberliga · Kreis Westlausitz,03125AIIKO000004VS5489BUVVARDA0V-G,1,3,3,0,0,17,2,15,9,3.0,,fussball.de
2547,FC Vatan Spor Königslutter,Niedersachsen,Kreis Helmstedt,8,Kreisliga,Kreisliga Helmstedt,031AI79OHG000004VS5489BUVV628VP4-G,1,4,4,0,0,22,2,20,12,3.0,,fussball.de
2548,SG FC Steinbach-Hallenberg,Thüringen,Kreis Rhön-Rennsteig,8,Kreisoberliga,Kreisoberliga Rhön-Rennsteig,031B9H2H2C000003VS5489BTVSK8S3O6-G,1,2,2,0,0,11,1,10,6,3.0,,fussball.de
2549,TuS Weinböhla,Sachsen,Kreis Meißen,8,Kreisoberliga,TEAMBRO-Kreisoberliga · Kreis Meißen,03181OEN3C000004VS5489BUVSBBVPEU-G,1,2,2,0,0,11,1,10,6,3.0,,fussball.de
2550,SC Kellersberg,Mittelrhein,Kreis Aachen,8,Kreisliga A,Kreisliga A · Kreis Aachen,031FNFC57K000001VS5489BTVVG7L386-G,1,1,1,0,0,5,0,5,3,3.0,,fussball.de
2551,SC Victoria 1914 Templin,Brandenburg,Brandenburg,8,Landesklasse,Landesklasse Nord · Brandenburg,0318RR14TS000008VS5489BTVSK8S3O6-G,2,1,1,0,0,5,0,5,3,3.0,,fussball.de
2552,SV 1889 Altenweddingen,Sachsen-Anhalt,Sachsen-Anhalt,8,Landesklasse,LK - 2 · Sachsen-Anhalt,030TLMNNGS00000HVS5489BTVVR5L0PB-G,1,1,1,0,0,5,0,5,3,3.0,,fussball.de
2553,SV Blau-Weiß Greußen,Thüringen,Kreis Nordthüringen,8,Kreisoberliga,TeamsportNDH-Kreisoberliga · Kreis Nordthüringen,031AF036KO000007VS5489BUVV628VP4-G,2,3,3,0,0,15,0,15,9,3.0,,fussball.de
2554,SV Wacker 1919 Wengelsdorf,Sachsen-Anhalt,Sachsen-Anhalt,8,Landesklasse,LK - 6 · Sachsen-Anhalt,030TLMNOHC00000GVS5489BTVVR5L0PB-G,1,1,1,0,0,5,0,5,3,3.0,,fussball.de
2555,TSV 1878 Schlieben,Brandenburg,Brandenburg,8,Landesklasse,Landesklasse Süd · Brandenburg,0318RR15HC000000VS5489BTVSK8S3O6-G,2,1,1,0,0,5,0,5,3,3.0,,fussball.de
2556,Spvgg. Hüdd.-Machtsum,Niedersachsen,Kreis Hildesheim-Holzminden,8,Kreisliga,Kreisliga Staffel A · Kreis Hildesheim-Holzminden,031B9MN614000004VS5489BTVSK8S3O6-G,1,6,6,0,0,32,3,29,18,3.0,,fussball.de
2557,FC Stoppenberg,Niederrhein,Kreis Essen,8,Kreisliga A,Kreisliga A Gruppe 1 · Kreis Essen,031FK22CV4000004VS5489BTVUS470OH-G,2,3,3,0,0,17,3,14,9,3.0,,fussball.de
2558,SV Glückauf Bleicherode,Thüringen,Kreis Nordthüringen,8,Kreisoberliga,TeamsportNDH-Kreisoberliga · Kreis Nordthüringen,031AF036KO000007VS5489BUVV628VP4-G,3,3,3,0,0,17,3,14,9,3.0,,fussball.de
