staffel_id,verband,gebiet,ligastufe,spielklasse,staffel,mannschaften,spiele_gesamt,tore_gesamt,punkte_gesamt,tabellenfuehrer,tabellenfuehrer_punkte,quelle
031HVV8G6C000004VS5489BUVVKNMR0J-G,Niederrhein,Kreis Kempen-Krefeld,10,Kreisliga C,Kreisliga C 1 · Kreis Kempen-Krefeld,16,25,154,72,Concordia Lötsch,12,fussball.de
031HVPD6IS00000CVS5489BUVVKNMR0J-G,Niederrhein,Kreis Kempen-Krefeld,10,Kreisliga C,Kreisliga C 2 · Kreis Kempen-Krefeld,14,7,52,18,CSV Marathon Krefeld 4,3,fussball.de
031HVPD6Q400000EVS5489BUVVKNMR0J-G,Niederrhein,Kreis Kempen-Krefeld,10,Kreisliga C,Kreisliga C 3 · Kreis Kempen-Krefeld,14,7,53,17,Adler Nierst,3,fussball.de
031JANH8D000000BVS5489BUVVKNMR0J-G,Niederrhein,Kreis Kleve-Geldern,10,Kreisliga C,Kreisliga C Gruppe 1 · Kreis Kleve-Geldern,16,28,169,81,SV Bedburg-Hau III,12,fussball.de
031JANH8LO00000AVS5489BUVVKNMR0J-G,Niederrhein,Kreis Kleve-Geldern,10,Kreisliga C,Kreisliga C Gruppe 2 · Kreis Kleve-Geldern,16,25,161,74,FC Concordia e.V. 1919 Goch,12,fussball.de
031ON9IV2C000005VS5489BUVT2M8LCU-G,Niederrhein,Kreis Kleve-Geldern,10,Kreisliga C,Kreisliga C Gruppe 3 · Kreis Kleve-Geldern,16,22,121,66,SV Straelen II,12,fussball.de
031HJBFEMO000004VS5489BTVVG7L386-G,Niederrhein,Kreis Moers,10,Kreisliga C,KL C Gruppe 1 · Kreis Moers,18,11,59,32,SpVgg. Rheurdt-Schaephuysen II,6,fussball.de
031HJBKB28000004VS5489BTVVG7L386-G,Niederrhein,Kreis Moers,10,Kreisliga C,KL C Gruppe 2 · Kreis Moers,17,11,71,30,MSV Moers II,6,fussball.de
0311FB59DK00000AVS5489BUVVARDA0V-G,Niederrhein,Kreis Mönchengladbach-Viersen,10,Kreisliga C,Kreisliga C Gruppe 1 · Kreis Mönchengladbach-Viersen,8,12,75,29,SC Viktoria 04 Rheydt 2,9,fussball.de
0311FB59R000000BVS5489BUVVARDA0V-G,Niederrhein,Kreis Mönchengladbach-Viersen,10,Kreisliga C,Kreisliga C Gruppe 2 · Kreis Mönchengladbach-Viersen,8,13,112,38,DJK/VfL Giesenkirchen 3,12,fussball.de
0311FB5A38000003VS5489BUVVARDA0V-G,Niederrhein,Kreis Mönchengladbach-Viersen,10,Kreisliga C,Kreisliga C Gruppe 3 · Kreis Mönchengladbach-Viersen,8,10,79,25,Rot-Weiß Venn 2,9,fussball.de
0311FB5AA800000AVS5489BUVVARDA0V-G,Niederrhein,Kreis Mönchengladbach-Viersen,10,Kreisliga C,Kreisliga C Gruppe 4 · Kreis Mönchengladbach-Viersen,8,13,77,37,BWC Viersen 2,9,fussball.de
0311FB5AHK000002VS5489BUVVARDA0V-G,Niederrhein,Kreis Mönchengladbach-Viersen,10,Kreisliga C,Kreisliga C Gruppe 5 · Kreis Mönchengladbach-Viersen,8,12,81,33,KFC Welate Roj M'gladbach 2,6,fussball.de
031G0132UK000004VS5489BUVSJ4CRAP-G,Niederrhein,Kreis Oberhausen-Bottrop,10,Kreisliga C,Kreisliga C1 Breil · Kreis Oberhausen-Bottrop,16,19,169,56,1.FC Hirschkamp II,9,fussball.de
031G01BKB4000004VS5489BUVSJ4CRAP-G,Niederrhein,Kreis Oberhausen-Bottrop,10,Kreisliga C,Kreisliga C2 Bliso · Kreis Oberhausen-Bottrop,17,18,118,54,VfB Bottrop 1900 II,9,fussball.de
031DTE1EFO000007VS5489BTVUS470OH-G,Niederrhein,Kreis Rees-Bocholt,10,Kreisliga C,"Kreisliga C, Gruppe 1 · Kreis Rees-Bocholt",14,0,0,-3,DJK Hüthum-Borghees II,0,fussball.de
031DTE1EKG000007VS5489BTVUS470OH-G,Niederrhein,Kreis Rees-Bocholt,10,Kreisliga C,"Kreisliga C, Gruppe 2 · Kreis Rees-Bocholt",13,1,4,3,TuS Stenern III,3,fussball.de
031DTE1EQ8000007VS5489BTVUS470OH-G,Niederrhein,Kreis Rees-Bocholt,10,Kreisliga C,"Kreisliga C, Gruppe 3 · Kreis Rees-Bocholt",14,1,3,-12,SV Brünen II,3,fussball.de
031EPPH2M0000004VS5489BUVUR5FS5A-G,Niederrhein,Kreis Remscheid-Solingen,10,Kreisliga C,Kreisliga C · Kreis Remscheid-Solingen,20,25,178,70,SSV Lützenkirchen III.,9,fussball.de
031HL1B29G00000DVS5489BTVVG7L386-G,Niederrhein,Kreis Wuppertal-Niederberg,10,Kreisliga C,Kreisliga C Gruppe 1 · Kreis Wuppertal-Niederberg,16,18,138,54,TUS Grün-Weiß Wuppertal 3,6,fussball.de
031HL1B2H800000AVS5489BTVVG7L386-G,Niederrhein,Kreis Wuppertal-Niederberg,10,Kreisliga C,Kreisliga C Gruppe 2 · Kreis Wuppertal-Niederberg,15,11,66,31,TVD Velbert 3,7,fussball.de
0319B7JNRC000004VS5489BUVV628VP4-G,Niedersachsen,Kreis Bentheim,10,2.Kreisklasse,2.Kreisklasse Grafschaft Bentheim,15,43,222,123,SV Veldhausen 07 II,15,fussball.de
031DPOL5A8000004VS5489BTVUS470OH-G,Niedersachsen,Kreis Braunschweig,10,2.Kreisklasse,2.Kreisklasse · Kreis Braunschweig,15,29,201,82,BSC Acosta III,12,fussball.de
03197ACTQO000000VS5489BUVV628VP4-G,Niedersachsen,Kreis Celle,10,2.Kreisklasse,2. Kreisklasse Celle,14,29,162,83,TuS Oldau-Ovelgönne II,10,fussball.de
0316KBSV50000000VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Cloppenburg,10,2.Kreisklasse,2.Kreisklasse Cloppenburg Staffel I,13,32,136,91,SV Molbergen II,13,fussball.de
0316KC10MC000003VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Cloppenburg,10,2.Kreisklasse,2.Kreisklasse Cloppenburg Staffel II,10,24,129,69,SV Nikolausdorf-Beverbr.,13,fussball.de
03153J1ST8000009VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Cuxhaven,10,2.Kreisklasse,2.Kreisklasse Cuxhaven Nord,12,20,104,59,FC Althemmoor,12,fussball.de
03153J1T3O000009VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Cuxhaven,10,2.Kreisklasse,2.Kreisklasse Cuxhaven Süd,14,30,158,83,SG Beverstedt/Wellen,12,fussball.de
031DPSC7LK00000DVS5489BUVUR5FS5A-G,Niedersachsen,Kreis Diepholz,10,2.Kreisklasse,2.Kreisklasse DH Nord · Kreis Diepholz,14,24,125,67,TuS Syke I,12,fussball.de
031DPSC7U400000DVS5489BUVUR5FS5A-G,Niedersachsen,Kreis Diepholz,10,2.Kreisklasse,2.Kreisklasse DH Süd · Kreis Diepholz,13,20,116,58,BSV SW Rehden II,9,fussball.de
0315LA7CHO000003VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Emsland,10,2.Kreisklasse,2.KK Emsland Mitte,12,21,93,60,SV Union Meppen,9,fussball.de
0315LA7C88000005VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Emsland,10,2.Kreisklasse,2.KK Emsland Nord,13,25,105,71,SV Surwold II,9,fussball.de
0315LA7CRC000000VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Emsland,10,2.Kreisklasse,2.KK Emsland Süd,11,17,88,47,SC Spelle-Venhaus IV,12,fussball.de
031BO7ASOG000004VS5489BTVUS470OH-G,Niedersachsen,Kreis Gifhorn,10,2.Kreisklasse,2. Kreisklasse 1 · Kreis Gifhorn,13,12,48,36,SV Teutonia Tiddische,6,fussball.de
031BO7JC74000004VS5489BTVUS470OH-G,Niedersachsen,Kreis Gifhorn,10,2.Kreisklasse,2. Kreisklasse 2 · Kreis Gifhorn,13,11,62,32,VFB Gravenhorst,6,fussball.de
0317BQ2S8S00000EVS5489BUVSBBVPEU-G,Niedersachsen,Kreis Göttingen-Osterode,10,2.Kreisklasse,2.Kreisklasse Staffel A · Kreis Göttingen-Osterode,12,21,123,61,Sparta Göttingen III,9,fussball.de
0317BQ2SO000000DVS5489BUVSBBVPEU-G,Niedersachsen,Kreis Göttingen-Osterode,10,2.Kreisklasse,2.Kreisklasse Staffel B · Kreis Göttingen-Osterode,12,16,89,46,SC Rosdorf II,9,fussball.de
03140B5IG0000004VS5489BTVU7GTVLE-G,Niedersachsen,Kreis Hameln-Pyrmont,10,2.Kreisklasse,2.Kreisklasse Hameln-Pyrmont,14,43,232,125,FC Kosova Hameln,18,fussball.de
031AFRN4T400000CVS5489BUVV628VP4-G,Niedersachsen,Kreis Harburg,10,2.Kreisklasse,2.Kreisklasse Harburg,14,25,114,71,FC Este 2012 II,12,fussball.de
0318GN0458000000VS5489BUVV628VP4-G,Niedersachsen,Kreis Heide-Wendland,10,2.Kreisklasse,2. Kreisklasse Nord · Kreis Heide-Wendland,14,27,120,77,Ochtmisser SV II,12,fussball.de
0318GN04F0000005VS5489BUVV628VP4-G,Niedersachsen,Kreis Heide-Wendland,10,2.Kreisklasse,2. Kreisklasse Süd · Kreis Heide-Wendland,14,27,143,77,TV Rätzlingen,9,fussball.de
03196SSB7S000000VS5489BTVSK8S3O6-G,Niedersachsen,Kreis Heidekreis,10,2.Kreisklasse,2.Kreisklasse Heidekreis,12,16,89,46,MTV Soltau III,9,fussball.de
031JTGGJSO000004VS5489BUVVKNMR0J-G,Niedersachsen,Kreis Helmstedt,10,2.Kreisklasse,2.Kreisklasse Helmstedt,6,4,34,11,TSV Danndorf II,6,fussball.de
031D17AD00000004VS5489BTVUS470OH-G,Niedersachsen,Kreis Hildesheim-Holzminden,10,2.Kreisklasse,2. Kreisklasse Staffel A · Kreis Hildesheim-Holzminden,12,18,108,51,TSV Heisede,9,fussball.de
031D17FBR4000004VS5489BTVUS470OH-G,Niedersachsen,Kreis Hildesheim-Holzminden,10,2.Kreisklasse,2. Kreisklasse Staffel B · Kreis Hildesheim-Holzminden,12,18,117,53,VfR Germ. Ochtersum III,9,fussball.de
031D1EDGMC000003VS5489BTVUS470OH-G,Niedersachsen,Kreis Hildesheim-Holzminden,10,2.Kreisklasse,2. Kreisklasse Staffel C · Kreis Hildesheim-Holzminden,11,11,111,33,FC Domstadt,9,fussball.de
031CCR6SOS000004VS5489BTVUS470OH-G,Niedersachsen,Kreis Hildesheim-Holzminden,10,2.Kreisklasse,2. Kreisklasse Staffel D · Kreis Hildesheim-Holzminden,13,24,125,71,SG Woltershausen/Irmenseul,12,fussball.de
031KPAM31K000004VS5489BUVVKNMR0J-G,Niedersachsen,Kreis Hildesheim-Holzminden,10,2.Kreisklasse,2. Krisklasse Staffel E · Kreis Hildesheim-Holzminden,11,15,80,43,SV Rühle,9,fussball.de
031F3H60B0000007VS5489BTVUS470OH-G,Niedersachsen,Kreis Jade-Weser-Hunte,10,2.Kreisklasse,2.Kreisklasse JWH Staffel 1 · Kreis Jade-Weser-Hunte,13,12,69,35,1. FC Nordenham II,6,fussball.de
03198423O0000006VS5489BUVV628VP4-G,Niedersachsen,Kreis Jade-Weser-Hunte,10,2.Kreisklasse,2.Kreisklasse JWH Staffel 3 · Kreis Jade-Weser-Hunte,12,11,40,32,TuS Eversten II,6,fussball.de
03198423VG000006VS5489BUVV628VP4-G,Niedersachsen,Kreis Jade-Weser-Hunte,10,2.Kreisklasse,2.Kreisklasse JWH Staffel 4 · Kreis Jade-Weser-Hunte,12,13,63,36,TuS Bloherfelde,6,fussball.de
031DQL0UI4000005VS5489BTVUS470OH-G,Niedersachsen,Kreis Nienburg,10,2.Kreisklasse,2.Kreisklasse Nienburg,14,28,118,79,Hoya SV I,10,fussball.de
031C2TKFB400000NVS5489BUVUR5FS5A-G,Niedersachsen,Kreis Nordharz,10,2.Kreisklasse,2. Nordharzklasse Staffel 1,15,36,221,104,TSV Westerode,15,fussball.de
031C2TKFLS00000OVS5489BUVUR5FS5A-G,Niedersachsen,Kreis Nordharz,10,2.Kreisklasse,2. Nordharzklasse Staffel 2,14,31,159,89,FSG Asse-Elm,12,fussball.de
031BDGS6CO000000VS5489BUVUR5FS5A-G,Niedersachsen,Kreis Northeim-Einbeck,10,2.Kreisklasse,2.Kreisklasse Staffel 1 · Kreis Northeim-Einbeck,10,15,87,44,SSG Bishausen,9,fussball.de
031BDGS6M0000008VS5489BUVUR5FS5A-G,Niedersachsen,Kreis Northeim-Einbeck,10,2.Kreisklasse,2.Kreisklasse Staffel 2 · Kreis Northeim-Einbeck,10,13,60,38,SG Elfas II,6,fussball.de
0315B118EO000004VS5489BTVU7GTVLE-G,Niedersachsen,Kreis Oldenburg-L./Delmenhorst,10,2.Kreisklasse,2.Kreisklasse OLL/DEL · Kreis Oldenburg-L./Delmenhorst,14,34,168,100,TuS Heidkrug II,15,fussball.de
0316EACIIK00000BVS5489BUVSBBVPEU-G,Niedersachsen,Kreis Osnabrück,10,2.Kreisklasse,2. Kreisklasse Osnabrück Staffel A,11,11,53,31,SC Rieste II,9,fussball.de
0316EACIP800000BVS5489BUVSBBVPEU-G,Niedersachsen,Kreis Osnabrück,10,2.Kreisklasse,2. Kreisklasse Osnabrück Staffel B,12,12,66,34,SC Türkgücü,7,fussball.de
0316EACIVG000000VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Osnabrück,10,2.Kreisklasse,2. Kreisklasse Osnabrück Staffel C,11,9,49,23,SC Melle 03 IV,4,fussball.de
0316EACJ5C00000AVS5489BUVSBBVPEU-G,Niedersachsen,Kreis Osnabrück,10,2.Kreisklasse,2. Kreisklasse Osnabrück Staffel D,11,10,41,29,SC Glandorf II,9,fussball.de
0317ILTPK0000004VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Osterholz,10,2.Kreisklasse,2.Kreisklasse Osterholz,14,17,120,48,FC Hambergen II,9,fussball.de
0315F22738000005VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Ostfriesland,10,2.Kreisklasse,Ostfrieslandklasse B St. 1,12,21,90,59,SG Norden - Norddeich/PSV,12,fussball.de
0315F2279O000004VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Ostfriesland,10,2.Kreisklasse,Ostfrieslandklasse B St. 2,11,23,129,64,TSV Jahn Carolinensiel,10,fussball.de
0315F227G4000005VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Ostfriesland,10,2.Kreisklasse,Ostfrieslandklasse B St. 3,13,25,125,67,SV Frisia Loga,12,fussball.de
0315F227MS000005VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Ostfriesland,10,2.Kreisklasse,Ostfrieslandklasse B St. 4,13,28,146,80,Sportfreunde Möhlenwarf,13,fussball.de
031CR8ET8K000004VS5489BUVUR5FS5A-G,Niedersachsen,Kreis Peine,10,2.Kreisklasse,2. Kreisklasse Nord · Kreis Peine,14,35,195,103,TSV Arminia Vöhrum II,15,fussball.de
031CRDJSNK000004VS5489BUVUR5FS5A-G,Niedersachsen,Kreis Peine,10,2.Kreisklasse,2. Kreisklasse Süd · Kreis Peine,14,34,189,99,SG Münstedt-Ölsburg-Bosporus 3,15,fussball.de
031EQ8UFGC00000AVS5489BTVUS470OH-G,Niedersachsen,Kreis Region Hannover,10,2.Kreisklasse,2.Kreisklasse Region Hannover St.1,13,23,123,68,TSV Engensen,9,fussball.de
031EQ8UFOG00000BVS5489BTVUS470OH-G,Niedersachsen,Kreis Region Hannover,10,2.Kreisklasse,2.Kreisklasse Region Hannover St.2,14,22,118,65,TSV Berenbostel II,12,fussball.de
031EQ8UFUC00000BVS5489BTVUS470OH-G,Niedersachsen,Kreis Region Hannover,10,2.Kreisklasse,2.Kreisklasse Region Hannover St.3,13,25,140,69,TSV Gestorf,12,fussball.de
031EQ8UG4800000AVS5489BTVUS470OH-G,Niedersachsen,Kreis Region Hannover,10,2.Kreisklasse,2.Kreisklasse Region Hannover St.4,13,23,117,66,TUS Marathon,12,fussball.de
03187DCV3C000006VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Rotenburg,10,2.Kreisklasse,2.Kreisklasse Nord · Kreis Rotenburg,10,15,68,42,TSV Karlshöfen II,9,fussball.de
03187DCV9G000007VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Rotenburg,10,2.Kreisklasse,2.Kreisklasse Süd · Kreis Rotenburg,9,14,69,40,VfL Visselhövede II,9,fussball.de
0315EL9UIK000005VS5489BTVU7GTVLE-G,Niedersachsen,Kreis Schaumburg,10,2.Kreisklasse,2.Kreisklasse Schaumburg,13,25,144,68,TuS Jahn Lindhorst II,10,fussball.de
031B83B7VO000000VS5489BUVV628VP4-G,Niedersachsen,Kreis Stade,10,2.Kreisklasse,2.Kreisklasse Stade,12,17,91,49,FSV Bliedersdorf/Nottensdorf II,9,fussball.de
0314GRL00G000004VS5489BUVSBBVPEU-G,Niedersachsen,Kreis Vechta,10,2.Kreisklasse,2.Kreisklasse Vechta,14,32,139,93,SV B-W Lüsche II,13,fussball.de
031FTV9S90000003VS5489BUVSJ4CRAP-G,Niedersachsen,Kreis Verden,10,2.Kreisklasse,2.Kreisklasse Verden,18,32,233,92,TSV Bassen,12,fussball.de
0316JMATHO00000HVS5489BTVU7GTVLE-G,Rheinland,Kreis Eifel,10,Kreisliga C,Kreisliga C17 · Kreis Eifel,13,24,119,67,SG Hocheifel 23 Adenau II,12,fussball.de
0316JMASUC00000IVS5489BTVU7GTVLE-G,Rheinland,Kreis Eifel,10,Kreisliga C,Kreisliga C18 · Kreis Eifel,12,18,97,51,SG MSN-Schleid II,9,fussball.de
0316JMAT8G00000JVS5489BTVU7GTVLE-G,Rheinland,Kreis Eifel,10,Kreisliga C,Kreisliga C19 · Kreis Eifel,11,17,104,50,SG Kyllburg II,12,fussball.de
031BTMI1BC000004VS5489BUVUR5FS5A-G,Rheinland,Kreis Hunsrück/Mosel,10,Kreisliga C,Kreisliga C-13 · Kreis Hunsrück/Mosel,12,13,68,35,SC Weiler II,7,fussball.de
031CFV9KQC000004VS5489BUVUR5FS5A-G,Rheinland,Kreis Hunsrück/Mosel,10,Kreisliga C,Kreisliga C-14 · Kreis Hunsrück/Mosel,12,16,71,45,SG Rheinblick Oberwesel III,9,fussball.de
031GAJ89CG000004VS5489BUVSJ4CRAP-G,Rheinland,Kreis Koblenz,10,Kreisliga C,Kreisliga C8 · Kreis Koblenz,13,26,154,71,SG Augst Eitelborn III,13,fussball.de
031GAJBNK8000004VS5489BUVSJ4CRAP-G,Rheinland,Kreis Koblenz,10,Kreisliga C,Kreisliga C9 · Kreis Koblenz,14,27,141,78,SG 2000 Mülheim-Kärlich III,12,fussball.de
031C5Q51TS000004VS5489BTVUS470OH-G,Rheinland,Kreis Mosel,10,Kreisliga C,Kreisliga C 20 · Kreis Mosel,14,27,147,77,SV Zeltingen-Rachtig II,12,fussball.de
031CD3QBUO000004VS5489BTVUS470OH-G,Rheinland,Kreis Mosel,10,Kreisliga C,Kreisliga C 21 · Kreis Mosel,14,28,135,82,FC Hilscheid,10,fussball.de
031CQK2NG4000007VS5489BUVUR5FS5A-G,Rheinland,Kreis Rhein/Ahr,10,Kreisliga C,Kreisliga C10 · Kreis Rhein/Ahr,12,19,91,56,SC Bad Bodendorf II,12,fussball.de
031CQK2NL0000007VS5489BUVUR5FS5A-G,Rheinland,Kreis Rhein/Ahr,10,Kreisliga C,Kreisliga C11 · Kreis Rhein/Ahr,14,28,145,81,SG 99 Andernach II,15,fussball.de
031CQK2N90000006VS5489BUVUR5FS5A-G,Rheinland,Kreis Rhein/Ahr,10,Kreisliga C,Kreisliga C12 · Kreis Rhein/Ahr,13,25,128,72,SG Boos/Weiler,15,fussball.de
031CDMAOB8000004VS5489BUVUR5FS5A-G,Rheinland,Kreis Rhein/Lahn,10,Kreisliga C,Kreisliga C7 · Kreis Rhein/Lahn,13,22,94,65,TuS Weinähr,12,fussball.de
031C6C52PS000004VS5489BTVUS470OH-G,Rheinland,Kreis Trier/Saarburg,10,Kreisliga C,Kreisliga C15 · Kreis Trier/Saarburg,14,27,126,80,SG FLRK Fell II,12,fussball.de
031C6BJPGC000003VS5489BTVUS470OH-G,Rheinland,Kreis Trier/Saarburg,10,Kreisliga C,Kreisliga C16 · Kreis Trier/Saarburg,14,27,172,78,SG Schöndorf II,12,fussball.de
031CHIG7D400000GVS5489BTVUS470OH-G,Rheinland,Kreis Westerwald/Sieg,10,Kreisliga C,Kreisliga C1 · Kreis Westerwald/Sieg,12,18,110,52,SV Adler Niederfischbach II,12,fussball.de
031CHIG7MS00000IVS5489BTVUS470OH-G,Rheinland,Kreis Westerwald/Sieg,10,Kreisliga C,Kreisliga C2 · Kreis Westerwald/Sieg,13,23,124,68,SV Güllesheim,12,fussball.de
031CHIG7SS000007VS5489BTVUS470OH-G,Rheinland,Kreis Westerwald/Sieg,10,Kreisliga C,Kreisliga C3 · Kreis Westerwald/Sieg,13,24,112,69,SG Weitefeld-L/Nauroth II,12,fussball.de
031C7J6CSG000003VS5489BUVUR5FS5A-G,Rheinland,Kreis Westerwald/Wied,10,Kreisliga C,Kreisliga C4 · Kreis Westerwald/Wied,13,23,134,66,DJK Neustadt-Fernthal II,12,fussball.de
031C7J6D28000006VS5489BUVUR5FS5A-G,Rheinland,Kreis Westerwald/Wied,10,Kreisliga C,Kreisliga C5 · Kreis Westerwald/Wied,14,23,174,67,SV Türkiyemspor R.-B. II,10,fussball.de
031C7J6D7O000008VS5489BUVUR5FS5A-G,Rheinland,Kreis Westerwald/Wied,10,Kreisliga C,Kreisliga C6 · Kreis Westerwald/Wied,14,28,139,81,SG Neuwied II,10,fussball.de
0311IJFKJ400000JVS5489BTVT51B5B5-G,Saarland,Kreis Nordsaar,10,Kreisliga A / Kreisliga,Kreisliga A Blies · Kreis Nordsaar,14,30,164,88,SV Remmesweiler,10,fussball.de
0311IJFL5K00000HVS5489BTVT51B5B5-G,Saarland,Kreis Nordsaar,10,Kreisliga A / Kreisliga,Kreisliga A Ill/Theel · Kreis Nordsaar,14,25,130,74,FC Uchtelfangen 2,15,fussball.de
0311IJFKTC00000HVS5489BTVT51B5B5-G,Saarland,Kreis Nordsaar,10,Kreisliga A / Kreisliga,Kreisliga A Nahe · Kreis Nordsaar,15,35,185,102,SG Steinberg-D./Walhausen,13,fussball.de
030VIFT0BC000006VS5489BUVVARDA0V-G,Saarland,Kreis Ostsaar,10,Kreisliga A / Kreisliga,Kreisliga A Bliestal · Kreis Ostsaar,15,34,182,96,DJK Elversberg,12,fussball.de
030VIFT05G000006VS5489BUVVARDA0V-G,Saarland,Kreis Ostsaar,10,Kreisliga A / Kreisliga,Kreisliga A Neunkirchen · Kreis Ostsaar,14,21,159,59,TuS Lappentascherhof,13,fussball.de
03108NV8O0000000VS5489BTVT51B5B5-G,Saarland,Kreis Südsaar,10,Kreisliga A / Kreisliga,Kreisliga A Köllertal-Warndt · Kreis Südsaar,16,30,176,88,SV Wehrden,15,fussball.de
03108NV8UG000007VS5489BTVT51B5B5-G,Saarland,Kreis Südsaar,10,Kreisliga A / Kreisliga,Kreisliga A Saarbrücken · Kreis Südsaar,16,34,206,100,DJK 08 Rastpfuhl-Rußhütte,15,fussball.de
03108NV94000000AVS5489BTVT51B5B5-G,Saarland,Kreis Südsaar,10,Kreisliga A / Kreisliga,Kreisliga A Süd · Kreis Südsaar,16,40,283,117,SV Rockershausen 2,15,fussball.de
0312E89V2400000MVS5489BTVU7GTVLE-G,Saarland,Kreis Westsaar,10,Kreisliga A / Kreisliga,Kreisliga A Saar · Kreis Westsaar,18,60,368,169,VfB Gisingen,19,fussball.de
0312E89UNS00000HVS5489BTVU7GTVLE-G,Saarland,Kreis Westsaar,10,Kreisliga A / Kreisliga,Kreisliga A Untere Saar Prims · Kreis Westsaar,15,35,167,101,SG Mettlach / Merzig 2,12,fussball.de
0312E89UE4000006VS5489BTVU7GTVLE-G,Saarland,Kreis Westsaar,10,Kreisliga A / Kreisliga,Kreisliga A West · Kreis Westsaar,16,40,167,116,SG Moseltal 3,15,fussball.de
03180HE958000009VS5489BTVU7GTVLE-G,Sachsen,Kreis Dresden,10,2.Kreisliga (B),Brandible Stadtliga B · Kreis Dresden,14,8,46,23,Radeberger SV 2,6,fussball.de
031F3F1NCO00000DVS5489BUVUR5FS5A-G,Sachsen,Kreis Mittelsachsen,10,2.Kreisliga (B),Kreisliga - Staffel 1 · Kreis Mittelsachsen,10,12,54,34,SpG Mittweida 2/Frankenau,9,fussball.de
031F3F1NLG00000CVS5489BUVUR5FS5A-G,Sachsen,Kreis Mittelsachsen,10,2.Kreisliga (B),Kreisliga - Staffel 2 · Kreis Mittelsachsen,9,12,81,33,Hohenfichtener SV,9,fussball.de
031F3H5AN8000002VS5489BUVUR5FS5A-G,Sachsen,Kreis Mittelsachsen,10,2.Kreisliga (B),Kreisliga - Staffel 3 · Kreis Mittelsachsen,10,12,64,35,LSV Großhartmannsdorf 2,9,fussball.de
031B4IHFIC000009VS5489BTVSK8S3O6-G,Sachsen,Kreis Muldental/Leipziger Land,10,2.Kreisliga (B),Kreisliga B Süd - Herren · Kreis Muldental/Leipziger Land,10,5,28,14,VfB Leisnig 2,3,fussball.de
031B4IHFBG00000AVS5489BTVSK8S3O6-G,Sachsen,Kreis Muldental/Leipziger Land,10,2.Kreisliga (B),Kreisliga B West - Herren · Kreis Muldental/Leipziger Land,11,9,44,24,SG Olympia Frankenhain/ SV Flößberg 2,6,fussball.de
031HO8QS78000008VS5489BTVSRD0UH9-G,Sachsen,Kreis Sächs.Schweiz/Osterzgeb.,10,2.Kreisliga (B),Kreisliga B · Kreis Sächs.Schweiz/Osterzgeb.,14,8,47,23,TSV Graupa 2.,3,fussball.de
031B4TDP1G000008VS5489BUVV628VP4-G,Sachsen,Kreis Vogtland,10,2.Kreisliga (B),Audi Zentrum Vogtland Kreisliga B - Staffel 2,14,15,75,42,VFC Plauen 2,9,fussball.de
031B4TDOQC000008VS5489BUVV628VP4-G,Sachsen,Kreis Vogtland,10,2.Kreisliga (B),AutoCarl+ Kreisliga B - Staffel 1 · Kreis Vogtland,14,12,68,35,SV Coschütz,6,fussball.de
031CMSFOU4000008VS5489BTVUS470OH-G,Sachsen-Anhalt,Kreis Altmark Ost,10,Kreisliga,Kreisliga · Kreis Altmark Ost,13,12,59,36,SV Rochau,6,fussball.de
031D6R3F2K000004VS5489BTVUS470OH-G,Sachsen-Anhalt,Kreis Altmark West,10,Kreisliga,2. Altmark West Liga,12,10,48,29,SV Engersen 1921,6,fussball.de
031D3QF25G000000VS5489BTVUS470OH-G,Sachsen-Anhalt,Kreis Anhalt-Bitterfeld,10,Kreisliga,Kreisliga Nord · Kreis Anhalt-Bitterfeld,13,6,21,17,SC Vorfläming Nedlitz,3,fussball.de
031D3R9RGO000006VS5489BTVUS470OH-G,Sachsen-Anhalt,Kreis Anhalt-Bitterfeld,10,Kreisliga,Kreisliga Süd · Kreis Anhalt-Bitterfeld,14,7,22,19,SV Blau-Weiss Schortewitz II,3,fussball.de
0319IBH0N4000005VS5489BUVV628VP4-G,Sachsen-Anhalt,Kreis Burgenland,10,Kreisliga,Kreisliga Staffel I · Kreis Burgenland,13,13,75,37,SG Freyburg II / Gleina,7,fussball.de
0319IBH0T0000006VS5489BUVV628VP4-G,Sachsen-Anhalt,Kreis Burgenland,10,Kreisliga,Kreisliga Staffel II · Kreis Burgenland,13,10,45,30,SV Hohenmölsen,6,fussball.de
031BS9BOG0000004VS5489BTVUS470OH-G,Sachsen-Anhalt,Kreis Börde,10,Kreisliga,Bördeliga,14,14,75,39,SG Eintracht Ebendorf,6,fussball.de
