rank,delta,name,tier,league,leaguePos,played,won,drawn,lost,goalsFor,goalsAgainst,goalDiff,points,ppg
1256,,TuS Odendorf 1919 e.V. 2,11,"Kreisliga D, Gruppe 3 · Kreis Bonn",10,1,0,0,1,0,6,-6,0,0.0
1257,,SV Buschdorf 3,11,"Kreisliga D, Gruppe 3 · Kreis Bonn",11,1,0,0,1,3,10,-7,0,0.0
1258,,Schwarz-Rot Aachen II,11,Kreisliga D Staffel 1 · Kreis Aachen,16,2,0,0,2,2,16,-14,0,0.0
1259,,Spfr. RW Beuel,11,"Kreisliga D, Gruppe 2 · Kreis Bonn",13,1,0,0,1,1,8,-7,0,0.0
1260,,FC Germania Bauchem III,11,"Kreisliga D, Staffel 3 · Kreis Heinsberg",9,1,0,0,1,0,7,-7,0,0.0
1261,,VfR Forst II,11,Kreisliga D Staffel 1 · Kreis Aachen,17,2,0,0,2,0,15,-15,0,0.0
1262,,Roter Stern Köln I,11,Kreisliga D Staffel 3 · Kreis Köln,12,1,0,0,1,2,10,-8,0,0.0
1263,,Afrika Köln II,11,Kreisliga D Staffel 3 · Kreis Köln,13,1,0,0,1,1,9,-8,0,0.0
1264,,SSV Marienheide II,11,Kreisliga D 8 · Kreis Berg,12,1,0,0,1,1,9,-8,0,0.0
1265,,TuS Reichshof II,11,Kreisliga D 9 · Kreis Berg,13,1,0,0,1,1,9,-8,0,0.0
1266,,Fenerbahce II,11,Kreisliga D Staffel 4 · Kreis Köln,15,1,0,0,1,0,8,-8,0,0.0
1267,,SC Leverkusen II,11,Kreisliga D Staffel 2 · Kreis Köln,15,1,0,0,1,0,9,-9,0,0.0
1268,,Galatasaray Köln I,11,Kreisliga D Staffel 3 · Kreis Köln,14,1,0,0,1,3,13,-10,0,0.0
1269,,Rondorf III,11,Kreisliga D Staffel 1 · Kreis Köln,14,1,0,0,1,1,11,-10,0,0.0
1270,,Sportfreunde Hehlrath II,11,Kreisliga D Staffel 2 · Kreis Aachen,15,1,0,0,1,1,11,-10,0,0.0
1271,,SC Sparta Bardenberg II,11,Kreisliga D Staffel 1 · Kreis Aachen,15,1,0,0,1,0,10,-10,0,0.0
1272,,TuS 09 Rot-Weiß Frelenberg II,11,"Kreisliga D, Staffel 3 · Kreis Heinsberg",10,1,0,0,1,0,10,-10,0,0.0
1273,,TuS Jahn Hilfarth II,11,"Kreisliga D, Staffel 2 · Kreis Heinsberg",8,1,0,0,1,2,13,-11,0,0.0
1274,,Buchheim II,11,Kreisliga D Staffel 5 · Kreis Köln,15,1,0,0,1,0,13,-13,0,0.0
1275,,Roggendorf I,11,Kreisliga D Staffel 1 · Kreis Köln,15,1,0,0,1,1,18,-17,0,0.0
1276,,1. JFC Brüser Berg 3,11,"Kreisliga D, Gruppe 3 · Kreis Bonn",12,1,0,0,1,0,17,-17,0,0.0
1277,,Cosmos Bonn,11,"Kreisliga D, Gruppe 1 · Kreis Bonn",12,1,0,0,1,1,19,-18,0,0.0
1278,,SV Kohlscheid III,11,Kreisliga D Staffel 2 · Kreis Aachen,16,1,0,0,1,0,20,-20,0,0.0
1279,,SSV Bergneustadt III,11,Kreisliga D 8 · Kreis Berg,13,1,0,0,1,0,24,-24,0,0.0
1280,,SC Widdig 1922 e.V. II,11,"Kreisliga D, Gruppe 1 · Kreis Bonn",13,1,0,0,1,3,4,-1,-3,-3.0
1281,,SC 1920 Myhl II,11,"Kreisliga D, Staffel 2 · Kreis Heinsberg",9,1,0,0,1,0,5,-5,-3,-3.0
1282,,SC Volmershoven-Heidgen 3,11,"Kreisliga D, Gruppe 3 · Kreis Bonn",13,1,0,0,1,0,7,-7,-3,-3.0
1283,,FC Chorweiler II,11,Kreisliga D Staffel 3 · Kreis Köln,15,1,0,0,1,2,11,-9,-3,-3.0
