rank,delta,name,tier,league,leaguePos,played,won,drawn,lost,goalsFor,goalsAgainst,goalDiff,points,ppg
265,,DJK Südwest II,8,Kreisliga A · Kreis Köln,6,1,0,1,0,3,3,0,1,1.0
266,,Dellbrück I,8,Kreisliga A · Kreis Köln,7,1,0,1,0,3,3,0,1,1.0
267,,Lindenthal-Hohenlind II,8,Kreisliga A · Kreis Köln,8,1,0,1,0,3,3,0,1,1.0
268,,Zollstock I,8,Kreisliga A · Kreis Köln,9,1,0,1,0,3,3,0,1,1.0
269,,RS19 Waldbröl,8,Kreisliga A · Kreis Berg,8,1,0,1,0,2,2,0,1,1.0
270,,SSV Marienheide,8,Kreisliga A · Kreis Berg,9,1,0,1,0,2,2,0,1,1.0
271,,SV Allner-Bödingen,8,Kreisliga A Staffel 1 · Kreis Sieg,6,1,0,1,0,2,2,0,1,1.0
272,,TSV Wolsdorf,8,Kreisliga A Staffel 1 · Kreis Sieg,7,1,0,1,0,2,2,0,1,1.0
273,,1. FC Spich II,8,Kreisliga A Staffel 1 · Kreis Sieg,8,1,0,1,0,1,1,0,1,1.0
274,,SC Uckerath II,8,Kreisliga A Staffel 1 · Kreis Sieg,9,1,0,1,0,1,1,0,1,1.0
275,,FC Golzheim,8,Kreisliga A · Kreis Düren,7,1,0,1,0,0,0,0,1,1.0
276,,SC Salingia 08 Barmen,8,Kreisliga A · Kreis Düren,8,1,0,1,0,0,0,0,1,1.0
277,,1. FC Niederkassel U23,8,Kreisliga A Staffel 1 · Kreis Sieg,10,0,0,0,0,0,0,0,0,0.0
278,,Casa España I,8,Kreisliga A · Kreis Köln,10,0,0,0,0,0,0,0,0,0.0
279,,JSV Frenz,8,Kreisliga A · Kreis Düren,9,0,0,0,0,0,0,0,0,0.0
280,,Olympia I,8,Kreisliga A · Kreis Köln,11,0,0,0,0,0,0,0,0,0.0
281,,SF Aegidienberg,8,Kreisliga A Staffel 1 · Kreis Sieg,11,0,0,0,0,0,0,0,0,0.0
282,,SV SW Huchem-Stammeln,8,Kreisliga A · Kreis Düren,10,0,0,0,0,0,0,0,0,0.0
283,,TSV Schönau,8,Kreisliga A · Kreis Euskirchen,7,0,0,0,0,0,0,0,0,0.0
284,,Jugendsport Wenau,8,Kreisliga A · Kreis Düren,11,1,0,0,1,4,5,-1,0,0.0
285,,Rasensport Brand II,8,Kreisliga A · Kreis Aachen,8,1,0,0,1,4,5,-1,0,0.0
286,,FC Bensberg,8,Kreisliga A · Kreis Berg,10,1,0,0,1,3,4,-1,0,0.0
287,,FSV 09 Geilenkirchen,8,"Kreisliga A, Staffel 1 · Kreis Heinsberg",9,1,0,0,1,3,4,-1,0,0.0
288,,FC Eintracht Kempen,8,"Kreisliga A, Staffel 1 · Kreis Heinsberg",10,1,0,0,1,2,3,-1,0,0.0
289,,SV Adler Effeld 1916 e.V.,8,"Kreisliga A, Staffel 1 · Kreis Heinsberg",11,1,0,0,1,2,3,-1,0,0.0
290,,SV Roland Millich 1930 e.V.,8,"Kreisliga A, Staffel 1 · Kreis Heinsberg",12,1,0,0,1,2,3,-1,0,0.0
291,,TuS Roisdorf I,8,Kreisliga A · Kreis Bonn,9,1,0,0,1,2,3,-1,0,0.0
292,,BC 09 Oberbruch,8,"Kreisliga A, Staffel 1 · Kreis Heinsberg",13,1,0,0,1,1,2,-1,0,0.0
293,,BW Kerpen,8,Kreisliga A Staffel 1 · Kreis Rhein-Erft,9,1,0,0,1,1,2,-1,0,0.0
294,,Blau-Weiß Köln II,8,Kreisliga A · Kreis Köln,12,1,0,0,1,1,2,-1,0,0.0
295,,FC Düren 77 e.V.,8,Kreisliga A · Kreis Düren,12,1,0,0,1,1,2,-1,0,0.0
296,,Niersquelle Kuckum,8,"Kreisliga A, Staffel 1 · Kreis Heinsberg",14,1,0,0,1,1,2,-1,0,0.0
297,,SC Brühl,8,Kreisliga A Staffel 1 · Kreis Rhein-Erft,10,1,0,0,1,1,2,-1,0,0.0
298,,SC Rheinbach 1913 e.V. 2,8,Kreisliga A · Kreis Bonn,10,1,0,0,1,1,2,-1,0,0.0
299,,SV Breberen,8,"Kreisliga A, Staffel 1 · Kreis Heinsberg",15,1,0,0,1,1,2,-1,0,0.0
300,,SV Erfa 09 Gymnich,8,Kreisliga A Staffel 1 · Kreis Rhein-Erft,11,1,0,0,1,1,2,-1,0,0.0
301,,TFC Inter Troisdorf,8,Kreisliga A Staffel 1 · Kreis Sieg,12,1,0,0,1,1,2,-1,0,0.0
302,,Alemannia Aachen II,8,Kreisliga A · Kreis Aachen,9,1,0,0,1,0,1,-1,0,0.0
303,,BSV Viktoria Bielstein 1920 e.V.,8,Kreisliga A · Kreis Berg,11,1,0,0,1,0,1,-1,0,0.0
304,,TuS Mechernich,8,Kreisliga A · Kreis Euskirchen,8,1,0,0,1,0,1,-1,0,0.0
305,,VfR Marienhagen,8,Kreisliga A · Kreis Berg,12,1,0,0,1,0,1,-1,0,0.0
306,,FC Borussia Derschlag,8,Kreisliga A · Kreis Berg,13,1,0,0,1,2,4,-2,0,0.0
307,,FC Pesch II,8,Kreisliga A · Kreis Köln,13,1,0,0,1,2,4,-2,0,0.0
308,,Oberkasseler FV,8,Kreisliga A · Kreis Bonn,11,1,0,0,1,2,4,-2,0,0.0
309,,TV Klaswipper,8,Kreisliga A · Kreis Berg,14,1,0,0,1,2,4,-2,0,0.0
310,,TuS Mondorf II,8,Kreisliga A Staffel 1 · Kreis Sieg,13,1,0,0,1,2,4,-2,0,0.0
311,,Burtscheider TV,8,Kreisliga A · Kreis Aachen,10,1,0,0,1,1,3,-2,0,0.0
312,,SG Bürvenich / Schwerfen / Sinzenich,8,Kreisliga A · Kreis Euskirchen,9,1,0,0,1,1,3,-2,0,0.0
313,,SV Niederbachem,8,Kreisliga A · Kreis Bonn,12,1,0,0,1,1,3,-2,0,0.0
314,,SV Schöneseiffen 1950 e.V.,8,Kreisliga A · Kreis Euskirchen,10,1,0,0,1,1,3,-2,0,0.0
315,,SV Viktoria Koslar,8,Kreisliga A · Kreis Düren,13,1,0,0,1,1,3,-2,0,0.0
316,,SG Nörvenich-Hochkirchen,8,Kreisliga A · Kreis Düren,14,1,0,0,1,0,2,-2,0,0.0
317,,SSV Bornheim II,8,Kreisliga A · Kreis Bonn,13,1,0,0,1,0,2,-2,0,0.0
318,,Horremer SV II,8,Kreisliga A Staffel 1 · Kreis Rhein-Erft,12,1,0,0,1,3,6,-3,0,0.0
319,,RW Hütte,8,Kreisliga A Staffel 1 · Kreis Sieg,14,1,0,0,1,3,6,-3,0,0.0
320,,SV Refrath/Frankenforst I,8,Kreisliga A · Kreis Berg,15,1,0,0,1,2,5,-3,0,0.0
321,,Spvg. SW 1896 Düren,8,Kreisliga A · Kreis Düren,15,1,0,0,1,2,5,-3,0,0.0
322,,FC Pech,8,Kreisliga A · Kreis Bonn,14,1,0,0,1,1,4,-3,0,0.0
323,,Mülheim Nord I,8,Kreisliga A · Kreis Köln,14,1,0,0,1,1,4,-3,0,0.0
324,,SSV Golbach,8,Kreisliga A · Kreis Euskirchen,11,1,0,0,1,1,4,-3,0,0.0
325,,SV Eilendorf II,8,Kreisliga A · Kreis Aachen,11,1,0,0,1,1,4,-3,0,0.0
326,,SV SW Nierfeld,8,Kreisliga A · Kreis Euskirchen,12,1,0,0,1,1,4,-3,0,0.0
327,,Rhenania Würselen/Euchen,8,Kreisliga A · Kreis Aachen,12,1,0,0,1,0,3,-3,0,0.0
328,,SV St. Jöris,8,Kreisliga A · Kreis Aachen,13,1,0,0,1,2,6,-4,0,0.0
329,,RW Ahrem,8,Kreisliga A Staffel 1 · Kreis Rhein-Erft,13,1,0,0,1,1,5,-4,0,0.0
330,,1. FC Heinsberg-Lieck,8,"Kreisliga A, Staffel 1 · Kreis Heinsberg",16,1,0,0,1,0,4,-4,0,0.0
331,,Bliesheimer BC,8,Kreisliga A · Kreis Euskirchen,13,1,0,0,1,0,4,-4,0,0.0
332,,Sinnersdorf I,8,Kreisliga A · Kreis Köln,15,1,0,0,1,0,4,-4,0,0.0
333,,TB 1906 Witterschlick,8,Kreisliga A · Kreis Bonn,15,1,0,0,1,0,4,-4,0,0.0
334,,Borussia Freialdenhoven,8,Kreisliga A · Kreis Düren,16,1,0,0,1,1,6,-5,0,0.0
335,,Grenzwacht Pannesheide,8,Kreisliga A · Kreis Aachen,14,1,0,0,1,1,6,-5,0,0.0
336,,TuS BW Königsdorf 2,8,Kreisliga A Staffel 1 · Kreis Rhein-Erft,14,1,0,0,1,1,6,-5,0,0.0
337,,SG Stolberg,8,Kreisliga A · Kreis Aachen,15,1,0,0,1,0,5,-5,0,0.0
338,,Union Blau-Weiß Biesfeld,8,Kreisliga A · Kreis Berg,16,1,0,0,1,1,7,-6,0,0.0
339,,FC Adler Meindorf,8,Kreisliga A Staffel 1 · Kreis Sieg,15,1,0,0,1,0,6,-6,0,0.0
340,,SSV Walberberg I,8,Kreisliga A · Kreis Bonn,16,1,0,0,1,0,6,-6,0,0.0
341,,Stammheim I,8,Kreisliga A · Kreis Köln,16,1,0,0,1,2,9,-7,0,0.0
342,,TuS 07 Oberlar,8,Kreisliga A Staffel 1 · Kreis Sieg,16,1,0,0,1,0,7,-7,0,0.0
343,,F.C. Rot-Weiß Berrendorf,8,Kreisliga A Staffel 1 · Kreis Rhein-Erft,15,1,0,0,1,1,10,-9,0,0.0
344,,BCV Glesch-Paffendorf I,8,Kreisliga A Staffel 1 · Kreis Rhein-Erft,16,1,0,0,1,1,2,-1,-3,-3.0
345,,Rondorf I,9,Kreisliga B Staffel 1 · Kreis Köln,1,1,1,0,0,12,0,12,3,3.0
346,,SC Alemannia Lendersdorf II,9,Kreisliga B Staffel 3 · Kreis Düren,1,1,1,0,0,12,0,12,3,3.0
347,,FC Germania Teveren II,9,"Kreisliga B, Staffel 2 · Kreis Heinsberg",1,1,1,0,0,13,2,11,3,3.0
348,,Vorwärts Spoho I,9,Kreisliga B Staffel 1 · Kreis Köln,2,1,1,0,0,12,1,11,3,3.0
349,,VfL Eintracht Warden,9,Kreisliga B Staffel 1 · Kreis Aachen,1,2,2,0,0,23,2,21,6,3.0
350,,SC Roitzheim,9,Kreisliga B 1 · Kreis Euskirchen,1,1,1,0,0,9,0,9,3,3.0
351,,SV Weiden II,9,Kreisliga B Staffel 3 · Kreis Rhein-Erft,1,1,1,0,0,8,0,8,3,3.0
352,,Eintracht Kornelimünster,9,Kreisliga B Staffel 2 · Kreis Aachen,1,1,1,0,0,8,1,7,3,3.0
353,,GW Brauweiler 2,9,Kreisliga B Staffel 2 · Kreis Rhein-Erft,1,1,1,0,0,8,1,7,3,3.0
354,,Kaster/Königshoven,9,Kreisliga B Staffel 2 · Kreis Rhein-Erft,2,1,1,0,0,6,0,6,3,3.0
355,,SSV Jan Wellem 05 II,9,Kreisliga B 2 · Kreis Berg,1,1,1,0,0,6,0,6,3,3.0
356,,FC Rhenania Immendorf,9,"Kreisliga B, Staffel 2 · Kreis Heinsberg",2,1,1,0,0,7,2,5,3,3.0
357,,TuS Schmidt,9,Kreisliga B Staffel 3 · Kreis Düren,2,1,1,0,0,7,2,5,3,3.0
358,,SG Vossenack-Hürtgen,9,Kreisliga B Staffel 3 · Kreis Düren,3,1,1,0,0,6,1,5,3,3.0
359,,SG Hellenthal,9,Kreisliga B 2 · Kreis Euskirchen,1,1,1,0,0,5,0,5,3,3.0
360,,SV Scherpenseel-Grotenrath,9,"Kreisliga B, Staffel 2 · Kreis Heinsberg",3,1,1,0,0,5,0,5,3,3.0
361,,TuS DJK Dreiborn,9,Kreisliga B 2 · Kreis Euskirchen,2,1,1,0,0,5,0,5,3,3.0
362,,Casa Espana II,9,Kreisliga B Staffel 1 · Kreis Köln,3,1,1,0,0,5,1,4,3,3.0
363,,DJK Gillrath,9,"Kreisliga B, Staffel 2 · Kreis Heinsberg",4,1,1,0,0,5,1,4,3,3.0
364,,SV Frömmersbach,9,Kreisliga B 3 · Kreis Berg,1,1,1,0,0,5,1,4,3,3.0
365,,SV Türkspor Bergheim,9,Kreisliga B Staffel 2 · Kreis Rhein-Erft,3,1,1,0,0,5,1,4,3,3.0
366,,TuS Eudenbach,9,Kreisliga B Staffel 3 · Kreis Sieg,1,1,1,0,0,5,1,4,3,3.0
367,,TuS Oberpleis II,9,Kreisliga B Staffel 3 · Kreis Sieg,2,1,1,0,0,5,1,4,3,3.0
368,,FV Preußen Bonn,9,Kreisliga B Gruppe 1 · Kreis Bonn,1,1,1,0,0,4,0,4,3,3.0
369,,SG Holzweiler-Katzem,9,"Kreisliga B, Staffel 1 · Kreis Heinsberg",1,1,1,0,0,4,0,4,3,3.0
370,,SpVg Nöthen-Pesch-Harzheim,9,Kreisliga B 2 · Kreis Euskirchen,3,1,1,0,0,4,0,4,3,3.0
371,,TV Hoffnungsthal II,9,Kreisliga B 2 · Kreis Berg,2,1,1,0,0,4,0,4,3,3.0
372,,SV Merken,9,Kreisliga B Staffel 2 · Kreis Düren,1,1,1,0,0,6,3,3,3,3.0
373,,Alkenrath I,9,Kreisliga B Staffel 2 · Kreis Köln,1,1,1,0,0,5,2,3,3,3.0
374,,FC 06 Rurdorf,9,Kreisliga B Staffel 1 · Kreis Düren,1,1,1,0,0,5,2,3,3,3.0
375,,NK Croatia Bonn e.V.,9,"Kreisliga B, Gruppe 2 · Kreis Bonn",1,1,1,0,0,5,2,3,3,3.0
376,,SV Bernberg,9,Kreisliga B 3 · Kreis Berg,2,1,1,0,0,5,2,3,3,3.0
377,,SV Niederzier I,9,Kreisliga B Staffel 1 · Kreis Düren,2,1,1,0,0,5,2,3,3,3.0
378,,SV Nordeifel,9,Kreisliga B Staffel 2 · Kreis Aachen,2,1,1,0,0,5,2,3,3,3.0
379,,TuS Weiershagen,9,Kreisliga B 3 · Kreis Berg,3,1,1,0,0,5,2,3,3,3.0
380,,1. FC Krauthausen,9,Kreisliga B Staffel 1 · Kreis Düren,3,1,1,0,0,4,1,3,3,3.0
381,,FC Hertha Rheidt II,9,Kreisliga B Staffel 2 · Kreis Sieg,1,1,1,0,0,4,1,3,3,3.0
382,,FC Roetgen II,9,Kreisliga B Staffel 2 · Kreis Aachen,3,1,1,0,0,4,1,3,3,3.0
383,,Merheim I,9,Kreisliga B Staffel 2 · Kreis Köln,2,1,1,0,0,4,1,3,3,3.0
384,,TuS Mechernich 2,9,Kreisliga B 2 · Kreis Euskirchen,4,1,1,0,0,4,1,3,3,3.0
385,,Weiler-Volkhoven II,9,Kreisliga B Staffel 1 · Kreis Köln,4,1,1,0,0,4,1,3,3,3.0
386,,DJK Wipperfeld,9,Kreisliga B 2 · Kreis Berg,3,1,1,0,0,3,0,3,3,3.0
387,,FRECHEN 20 (U21),9,Kreisliga B Staffel 3 · Kreis Rhein-Erft,2,1,1,0,0,3,0,3,3,3.0
388,,SV Ennert II,9,Kreisliga B Gruppe 1 · Kreis Bonn,2,1,1,0,0,3,0,3,3,3.0
389,,SV Fortuna Müllekoven II,9,Kreisliga B Staffel 2 · Kreis Sieg,2,1,1,0,0,3,0,3,3,3.0
390,,SV Niederbachem II,9,"Kreisliga B, Gruppe 2 · Kreis Bonn",2,1,1,0,0,3,0,3,3,3.0
391,,VfR 1910 Unterbruch,9,"Kreisliga B, Staffel 2 · Kreis Heinsberg",5,1,1,0,0,3,0,3,3,3.0
392,,SV Kohlscheid,9,Kreisliga B Staffel 1 · Kreis Aachen,2,2,2,0,0,6,1,5,6,3.0
393,,TuS rrh. I,9,Kreisliga B Staffel 2 · Kreis Köln,3,1,1,0,0,7,5,2,3,3.0
394,,Germania Mülheim I,9,Kreisliga B Staffel 2 · Kreis Köln,4,1,1,0,0,5,3,2,3,3.0
395,,Inter Euskirchen,9,Kreisliga B 1 · Kreis Euskirchen,2,1,1,0,0,5,3,2,3,3.0
396,,SSV Wildbergerhütte-Odenspiel,9,Kreisliga B 3 · Kreis Berg,4,1,1,0,0,5,3,2,3,3.0
397,,SV Blatzheim,9,Kreisliga B Staffel 2 · Kreis Rhein-Erft,4,1,1,0,0,5,3,2,3,3.0
398,,TV Rheindorf II,9,"Kreisliga B, Gruppe 2 · Kreis Bonn",3,1,1,0,0,5,3,2,3,3.0
399,,1. FC Düren II,9,Kreisliga B Staffel 2 · Kreis Düren,2,1,1,0,0,4,2,2,3,3.0
400,,RW Lessenich,9,Kreisliga B Gruppe 1 · Kreis Bonn,3,1,1,0,0,4,2,2,3,3.0
401,,SC Glessen,9,Kreisliga B Staffel 2 · Kreis Rhein-Erft,5,1,1,0,0,4,2,2,3,3.0
402,,SSV Berzdorf,9,Kreisliga B Staffel 3 · Kreis Rhein-Erft,3,1,1,0,0,4,2,2,3,3.0
403,,SV Menden,9,Kreisliga B Staffel 2 · Kreis Sieg,3,1,1,0,0,4,2,2,3,3.0
404,,Spvgg. Hurst-Rosbach,9,Kreisliga B Staffel 3 · Kreis Sieg,3,1,1,0,0,4,2,2,3,3.0
405,,VfR Forst,9,Kreisliga B Staffel 2 · Kreis Aachen,4,1,1,0,0,4,2,2,3,3.0
406,,1. FC Spich U23,9,Kreisliga B Staffel 2 · Kreis Sieg,4,1,1,0,0,3,1,2,3,3.0
407,,BV Drabenderhöhe,9,Kreisliga B 3 · Kreis Berg,5,1,1,0,0,3,1,2,3,3.0
408,,SC Amicitia 1908 Schleiden e.V.,9,Kreisliga B Staffel 1 · Kreis Düren,4,1,1,0,0,3,1,2,3,3.0
409,,SG Rotbachtal/Strempt,9,Kreisliga B 2 · Kreis Euskirchen,5,1,1,0,0,3,1,2,3,3.0
410,,SV BW Oedekoven,9,"Kreisliga B, Gruppe 2 · Kreis Bonn",4,1,1,0,0,3,1,2,3,3.0
411,,Sportfreunde Troisdorf 05 II,9,Kreisliga B Staffel 2 · Kreis Sieg,5,1,1,0,0,3,1,2,3,3.0
412,,Trabzonspor I,9,Kreisliga B Staffel 1 · Kreis Köln,5,1,1,0,0,3,1,2,3,3.0
413,,TuS Birk II,9,Kreisliga B Staffel 3 · Kreis Sieg,4,1,1,0,0,3,1,2,3,3.0
414,,Wahn-Grengel I,9,Kreisliga B Staffel 2 · Kreis Köln,5,1,1,0,0,3,1,2,3,3.0
415,,DJK Westwacht Aachen,9,Kreisliga B Staffel 2 · Kreis Aachen,5,1,1,0,0,2,0,2,3,3.0
416,,FC Wanderlust Süsterseel,9,"Kreisliga B, Staffel 2 · Kreis Heinsberg",6,1,1,0,0,2,0,2,3,3.0
417,,JSV Baesweiler,9,Kreisliga B Staffel 1 · Kreis Aachen,8,1,1,0,0,2,0,2,3,3.0
418,,SC Ederen,9,Kreisliga B Staffel 1 · Kreis Düren,5,1,1,0,0,2,0,2,3,3.0
419,,TuS Winterscheid,9,Kreisliga B Staffel 3 · Kreis Sieg,5,1,1,0,0,2,0,2,3,3.0
420,,Godesberger FV,9,"Kreisliga B, Gruppe 2 · Kreis Bonn",5,1,1,0,0,6,5,1,3,3.0
421,,SV Blau-Weiß Hand e.V.,9,Kreisliga B 2 · Kreis Berg,4,1,1,0,0,6,5,1,3,3.0
422,,FC Rheinsüd Köln III,9,Kreisliga B Staffel 2 · Kreis Rhein-Erft,6,1,1,0,0,5,4,1,3,3.0
423,,SV Metternich 1945 e.V.,9,Kreisliga B 1 · Kreis Euskirchen,3,1,1,0,0,5,4,1,3,3.0
424,,SV Wachtberg II,9,"Kreisliga B, Gruppe 2 · Kreis Bonn",6,1,1,0,0,5,4,1,3,3.0
425,,SG Monschauer Land,9,Kreisliga B Staffel 2 · Kreis Aachen,6,1,1,0,0,4,3,1,3,3.0
426,,SG Olpe-Kürten,9,Kreisliga B 2 · Kreis Berg,5,1,1,0,0,4,3,1,3,3.0
427,,SV Bechen,9,Kreisliga B 2 · Kreis Berg,6,1,1,0,0,4,3,1,3,3.0
428,,Sportfreunde Uevekoven II,9,"Kreisliga B, Staffel 1 · Kreis Heinsberg",2,1,1,0,0,4,3,1,3,3.0
429,,Westhoven-Ensen I,9,Kreisliga B Staffel 2 · Kreis Köln,6,1,1,0,0,4,3,1,3,3.0
430,,ASC Akhtamar Frechen,9,Kreisliga B Staffel 3 · Kreis Rhein-Erft,4,1,1,0,0,3,2,1,3,3.0
431,,Badorf/Pingsdorf,9,Kreisliga B Staffel 3 · Kreis Rhein-Erft,5,1,1,0,0,3,2,1,3,3.0
432,,Niersquelle Kuckum II,9,"Kreisliga B, Staffel 1 · Kreis Heinsberg",3,1,1,0,0,3,2,1,3,3.0
433,,Olympias Eitorf,9,Kreisliga B Staffel 3 · Kreis Sieg,6,1,1,0,0,3,2,1,3,3.0
434,,SC 1923 Meschenich,9,Kreisliga B Staffel 3 · Kreis Rhein-Erft,6,1,1,0,0,3,2,1,3,3.0
435,,SG Vettweiß-Füssenich-Geich,9,Kreisliga B Staffel 3 · Kreis Düren,4,1,1,0,0,3,2,1,3,3.0
436,,TPSK I,9,Kreisliga B Staffel 1 · Kreis Köln,6,1,1,0,0,3,2,1,3,3.0
437,,TuS Germania Kückhoven,9,"Kreisliga B, Staffel 1 · Kreis Heinsberg",4,1,1,0,0,3,2,1,3,3.0
438,,FV Salia Sechtem,9,Kreisliga B Gruppe 1 · Kreis Bonn,4,1,1,0,0,2,1,1,3,3.0
439,,SG Neffeltal,9,Kreisliga B Staffel 3 · Kreis Düren,5,1,1,0,0,2,1,1,3,3.0
440,,SV Boluspor Bonn II,9,Kreisliga B Gruppe 1 · Kreis Bonn,5,1,1,0,0,2,1,1,3,3.0
441,,SV Lohmar,9,Kreisliga B Staffel 3 · Kreis Sieg,7,1,1,0,0,2,1,1,3,3.0
442,,SVG Aphoven-Laffeld,9,"Kreisliga B, Staffel 2 · Kreis Heinsberg",7,1,1,0,0,2,1,1,3,3.0
443,,FSV Neunkirchen-Seelscheid III,9,Kreisliga B Staffel 3 · Kreis Sieg,8,1,1,0,0,1,0,1,3,3.0
444,,Germania Freund,9,Kreisliga B Staffel 2 · Kreis Aachen,7,1,1,0,0,1,0,1,3,3.0
445,,SC West I,9,Kreisliga B Staffel 1 · Kreis Köln,7,1,1,0,0,1,0,1,3,3.0
446,,SG Flamersheim / Kirchheim 2,9,Kreisliga B 2 · Kreis Euskirchen,6,1,1,0,0,1,0,1,3,3.0
447,,SpVgg Lülsdorf-Ranzel I,9,Kreisliga B Staffel 2 · Kreis Sieg,6,1,1,0,0,1,0,1,3,3.0
448,,Türk Genc I,9,Kreisliga B Staffel 2 · Kreis Köln,7,1,1,0,0,1,0,1,3,3.0
449,,Umutspor Troisdorf,9,Kreisliga B Staffel 2 · Kreis Sieg,7,1,1,0,0,1,0,1,3,3.0
450,,Viktoria Arnoldsweiler II,9,Kreisliga B Staffel 2 · Kreis Düren,3,1,1,0,0,1,0,1,3,3.0
451,,FV Eschweiler,9,Kreisliga B Staffel 1 · Kreis Aachen,3,2,1,1,0,9,3,6,4,2.0
452,,SC Sparta Bardenberg,9,Kreisliga B Staffel 1 · Kreis Aachen,4,2,1,1,0,8,6,2,4,2.0
453,,VfR Linden-Neusen,9,Kreisliga B Staffel 1 · Kreis Aachen,5,2,1,1,0,4,2,2,4,2.0
454,,Kohlscheider BC II,9,Kreisliga B Staffel 1 · Kreis Aachen,6,2,1,1,0,6,5,1,4,2.0
455,,Union Ritzerfeld,9,Kreisliga B Staffel 1 · Kreis Aachen,7,2,1,1,0,4,3,1,4,2.0
456,,VfR Würselen II,9,Kreisliga B Staffel 1 · Kreis Aachen,9,2,1,0,1,6,5,1,3,1.5
457,,D-H-O,9,Kreisliga B 1 · Kreis Euskirchen,4,1,0,1,0,5,5,0,1,1.0
458,,TuS 1927 Vernich e.V.,9,Kreisliga B 1 · Kreis Euskirchen,5,1,0,1,0,5,5,0,1,1.0
459,,Borussia Kalk II,9,Kreisliga B Staffel 2 · Kreis Köln,8,1,0,1,0,4,4,0,1,1.0
460,,Bürrig I,9,Kreisliga B Staffel 2 · Kreis Köln,9,1,0,1,0,4,4,0,1,1.0
461,,SC Germania Geyen 2,9,Kreisliga B Staffel 2 · Kreis Rhein-Erft,7,1,0,1,0,4,4,0,1,1.0
462,,VfR Stommeln,9,Kreisliga B Staffel 2 · Kreis Rhein-Erft,8,1,0,1,0,4,4,0,1,1.0
463,,FC Golzheim II,9,Kreisliga B Staffel 2 · Kreis Düren,4,1,0,1,0,3,3,0,1,1.0
464,,FC Schwadorf,9,Kreisliga B Staffel 3 · Kreis Rhein-Erft,7,1,0,1,0,3,3,0,1,1.0
465,,GKSC Hürth,9,Kreisliga B Staffel 3 · Kreis Rhein-Erft,8,1,0,1,0,3,3,0,1,1.0
466,,Rhenania Mariaweiler I,9,Kreisliga B Staffel 2 · Kreis Düren,5,1,0,1,0,3,3,0,1,1.0
467,,SG Billig/Veytal,9,Kreisliga B 1 · Kreis Euskirchen,6,1,0,1,0,3,3,0,1,1.0
468,,VfB Blessem,9,Kreisliga B 1 · Kreis Euskirchen,7,1,0,1,0,3,3,0,1,1.0
469,,CSV Düren,9,Kreisliga B Staffel 2 · Kreis Düren,6,1,0,1,0,2,2,0,1,1.0
470,,DJK Arminia Eilendorf,9,Kreisliga B Staffel 2 · Kreis Aachen,8,1,0,1,0,2,2,0,1,1.0
471,,DJK Dürscheid,9,Kreisliga B 2 · Kreis Berg,7,1,0,1,0,2,2,0,1,1.0
472,,FC Germania Bauchem,9,"Kreisliga B, Staffel 2 · Kreis Heinsberg",8,1,0,1,0,2,2,0,1,1.0
473,,FC Inden/Altdorf 09/21,9,Kreisliga B Staffel 2 · Kreis Düren,7,1,0,1,0,2,2,0,1,1.0
474,,FV Ermis,9,Kreisliga B 2 · Kreis Berg,8,1,0,1,0,2,2,0,1,1.0
475,,SV SW Schwanenberg,9,"Kreisliga B, Staffel 1 · Kreis Heinsberg",5,1,0,1,0,2,2,0,1,1.0
476,,TV Konzen II,9,Kreisliga B Staffel 2 · Kreis Aachen,9,1,0,1,0,2,2,0,1,1.0
477,,TuS Jahn Hilfarth,9,"Kreisliga B, Staffel 1 · Kreis Heinsberg",6,1,0,1,0,2,2,0,1,1.0
478,,VfR Übach-Palenberg,9,"Kreisliga B, Staffel 2 · Kreis Heinsberg",9,1,0,1,0,2,2,0,1,1.0
479,,1. JFS Köln I,9,Kreisliga B Staffel 1 · Kreis Köln,8,1,0,1,0,1,1,0,1,1.0
480,,BC Efferen,9,Kreisliga B Staffel 3 · Kreis Rhein-Erft,9,1,0,1,0,1,1,0,1,1.0
481,,Blau-Weiß Köln III,9,Kreisliga B Staffel 1 · Kreis Köln,9,1,0,1,0,1,1,0,1,1.0
482,,Bonner SC II,9,"Kreisliga B, Gruppe 2 · Kreis Bonn",7,1,0,1,0,1,1,0,1,1.0
483,,FC Germania Rurich 1919 e.V. II,9,"Kreisliga B, Staffel 1 · Kreis Heinsberg",7,1,0,1,0,1,1,0,1,1.0
484,,SC Wegberg,9,"Kreisliga B, Staffel 1 · Kreis Heinsberg",8,1,0,1,0,1,1,0,1,1.0
485,,SSV Süng,9,Kreisliga B 2 · Kreis Berg,9,1,0,1,0,1,1,0,1,1.0
486,,SV Helpenstein II,9,"Kreisliga B, Staffel 1 · Kreis Heinsberg",9,1,0,1,0,1,1,0,1,1.0
487,,SV Schnellenbach,9,Kreisliga B 3 · Kreis Berg,6,1,0,1,0,1,1,0,1,1.0
488,,TV Rheindorf,9,Kreisliga B Gruppe 1 · Kreis Bonn,6,1,0,1,0,1,1,0,1,1.0
489,,TuS Untereschbach,9,Kreisliga B 2 · Kreis Berg,10,1,0,1,0,1,1,0,1,1.0
490,,VfL Alfter,9,Kreisliga B Gruppe 1 · Kreis Bonn,7,1,0,1,0,1,1,0,1,1.0
491,,VfL Erp,9,Kreisliga B Staffel 3 · Kreis Rhein-Erft,10,1,0,1,0,1,1,0,1,1.0
