rang_bundesweit,verein,verband,gebiet,ligastufe,spielklasse,staffel,staffel_id,platz_in_staffel,spiele,siege,unentschieden,niederlagen,tore,gegentore,tordifferenz,punkte,punkte_pro_spiel,rangaenderung_vorwoche,quelle
160,HSC Haltern-Sythen,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 2,12647,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
161,HSG Elbvororte,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Männer (100),12373,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
162,HSG Elbvororte Ü40,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Senioren (300),17158,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
163,HSG Gevelsberg Silschede,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 2,12647,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
164,HSG Hattingen-Sprockhövel 1,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 2,12647,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
165,HSG Herdecke/Ende 1,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 2,12647,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
166,HSG Hiesfeld/Aldenrade,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
167,HSG Hunsrück,Handballverband Rheinland,Handballverband Rheinland,5,Oberliga,Oberliga Männer · Handballverband Rheinland,12820,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
168,HSG Kastellaun-Simmern II,Handballverband Rheinland,Handballverband Rheinland,5,Oberliga,Oberliga Männer · Handballverband Rheinland,12820,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
169,HSG Mönkeberg-Schönkirchen,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,5,Oberliga,Meisterrunde · Handballverband Schleswig-Holstein,15097,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
170,HSG Petershagen/Lahde,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
171,HSG Pinnau,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Männer (100),12373,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
172,HSG Römerwall,Handballverband Rheinland,Handballverband Rheinland,5,Oberliga,Oberliga Männer · Handballverband Rheinland,12820,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
173,HSG Tills Löwen 08,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,5,Oberliga,Meisterrunde · Handballverband Schleswig-Holstein,15097,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
174,HSG Tva/Atsv Saarbrücken,Handballverband SAAR,Handballverband SAAR,5,Oberliga,Oberliga Männer,14368,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
175,HSG Veruka,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
176,HSG Völklingen,Handballverband SAAR,Handballverband SAAR,5,Oberliga,Oberliga Männer,14368,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
177,HSG Werther/Borgholzhausen,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
178,HSG Wittlich,Handballverband Rheinland,Handballverband Rheinland,5,Oberliga,Oberliga Männer · Handballverband Rheinland,12820,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
179,HSV Dresden,Handballverband Sachsen,Handballverband Sachsen,5,Oberliga,OLS MÄNNER,12542,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
180,HSV Dümpten 1992,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
181,HSV Überruhr,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
182,HT Norderstedt II,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Männer (100),12373,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
183,HT Norderstedt Ü40,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Senioren (300),17158,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
184,HV Vallendar II,Handballverband Rheinland,Handballverband Rheinland,5,Oberliga,Oberliga Männer · Handballverband Rheinland,12820,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
185,HVE Villigst-Ergste,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 2,12647,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
186,Handball BAD Salzuflen,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
187,Handball Mülheim-Urmitz II,Handballverband Rheinland,Handballverband Rheinland,5,Oberliga,Oberliga Männer · Handballverband Rheinland,12820,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
188,Handball Oppum,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
189,Handball SV Westerholt E.V.,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 2,12647,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
190,Interaktiv.Handball Düsseldorf/Ratingen 2m,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
191,Koweg Görlitz,Handballverband Sachsen,Handballverband Sachsen,5,Oberliga,OLS MÄNNER,12542,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
192,LHV Hoyerswerda,Handballverband Sachsen,Handballverband Sachsen,5,Oberliga,OLS MÄNNER,12542,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
193,LIT 1912 Nordhemmern-Nettelstedt-Mindenerwald-Holzhausen II III,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
194,LTV Wuppertal,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
195,Longericher SC II,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 1,12904,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
196,MSG Iggelheim/Meckenheim,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,5,Oberliga,M-OL,12401,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
197,MSG Kaiserslautern/Dansenberg,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,5,Oberliga,M-OL,12401,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
198,MTV Herzhorn,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,5,Oberliga,Meisterrunde · Handballverband Schleswig-Holstein,15097,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
199,MTV KÖLN 1850,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
200,MTV KÖLN 1850 II,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 1,12904,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
201,MTV Rheinw Dinslaken,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
202,Mettmann-Sport,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
203,NHV Concordia Delitzsch II,Handballverband Sachsen,Handballverband Sachsen,5,Oberliga,OLS MÄNNER,12542,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
204,Niendorfer TSV Ü40,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Senioren (300),17158,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
205,OSC Dortmund 1931 E.V.,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 2,12647,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
206,OSC Rheinhausen II,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
207,Ohligser TV 1,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
208,PSV E.V. Recklinghausen,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 2,12647,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
209,Preetzer TSV,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,5,Oberliga,Meisterrunde · Handballverband Schleswig-Holstein,15097,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
210,Rellinger TV,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Männer (100),12373,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
211,SC Fortuna Köln,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
212,SC Rot-Weiss Oberhausen E.V.,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
213,SG Bünde-Dünne,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
214,SG Hamburg-Nord II,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Männer (100),12373,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
215,SG LVB,Handballverband Sachsen,Handballverband Sachsen,5,Oberliga,OLS MÄNNER,12542,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
216,SG Langenfeld II,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
217,SG Pirna/Heidenau II,Handballverband Sachsen,Handballverband Sachsen,5,Oberliga,OLS MÄNNER,12542,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
218,SG Zweibrücken 2,Handballverband SAAR,Handballverband SAAR,5,Oberliga,Oberliga Männer,14368,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
219,SSV Nümbrecht Handball,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 1,12904,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
220,SV 04 Plauen-O. II,Handballverband Sachsen,Handballverband Sachsen,5,Oberliga,OLS MÄNNER,12542,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
221,TB Wülfrath,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
222,TG Hörste,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
223,TH Eilbeck,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Männer (100),12373,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
224,TSG MZ-Bretzenheim,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,5,Oberliga,M-OL,12401,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
225,TSG Ober-Hilbersheim,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,5,Oberliga,M-OL,12401,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
226,TSV Aufderhöhe,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,13,0,0,0,0,0,0,0,0,0.0,,fussball.de
227,TSV Bonn rrh. 2. Männer,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 1,12904,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
228,TSV Ellerbek II,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Männer (100),12373,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
229,TSV Hahlen 1945 e.V.,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
230,TSV Kaldenkirchen 1M,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
231,TSV Sieverstedt,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,5,Oberliga,Meisterrunde · Handballverband Schleswig-Holstein,15097,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
232,TSV Uetersen,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Männer (100),12373,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
233,TUS 05 DAUN,Handballverband Rheinland,Handballverband Rheinland,5,Oberliga,Oberliga Männer · Handballverband Rheinland,12820,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
234,TUS Brockhagen,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
235,TUS Esingen,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Männer (100),12373,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
236,TUS Königsdorf,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 1,12904,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
237,TUS Spenge E.V. II,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
238,TUS Weibern,Handballverband Rheinland,Handballverband Rheinland,5,Oberliga,Oberliga Männer · Handballverband Rheinland,12820,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
239,TUS Westfalia Hombruch 1891 E.V.,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 2,12647,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
240,TV Aldekerk II,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
241,TV BAD EMS,Handballverband Rheinland,Handballverband Rheinland,5,Oberliga,Oberliga Männer · Handballverband Rheinland,12820,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
242,TV Birkesdorf,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 1,12904,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
243,TV Bodenheim 1,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,5,Oberliga,M-OL,12401,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
244,TV Fischbek,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Männer (100),12373,13,0,0,0,0,0,0,0,0,0.0,,fussball.de
245,TV Homburg 2,Handballverband SAAR,Handballverband SAAR,5,Oberliga,Oberliga Männer,14368,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
246,TV Isselhorst 1,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
247,TV Lobberich,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
248,TV Niederwürzbach,Handballverband SAAR,Handballverband SAAR,5,Oberliga,Oberliga Männer,14368,13,0,0,0,0,0,0,0,0,0.0,,fussball.de
249,TV Offenbach,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,5,Oberliga,M-OL,12401,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
250,TV Palmersheim,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 1,12904,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
251,TV Welling,Handballverband Rheinland,Handballverband Rheinland,5,Oberliga,Oberliga Männer · Handballverband Rheinland,12820,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
252,TV Westfalia Halingen E.V.,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 2,12647,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
253,Tschft. St. Tönis,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,13,0,0,0,0,0,0,0,0,0.0,,fussball.de
254,TuS 09 Möllbergen e.V.,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
255,TuS 82 Opladen II,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,14,0,0,0,0,0,0,0,0,0.0,,fussball.de
256,TuS 97 Bielefeld/Jöllenbeck Herren 1,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,13,0,0,0,0,0,0,0,0,0.0,,fussball.de
257,TuS Ferndorf 2,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 2,12647,13,0,0,0,0,0,0,0,0,0.0,,fussball.de
258,TuSEM Essen II,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,14,0,0,0,0,0,0,0,0,0.0,,fussball.de
259,VFL Bardenberg,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 1,12904,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
260,VFL Gummersbach II,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 1,12904,13,0,0,0,0,0,0,0,0,0.0,,fussball.de
261,VFL Handball Mennighüffen E.V.,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,14,0,0,0,0,0,0,0,0,0.0,,fussball.de
262,Walddörfer SV,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Männer (100),12373,14,0,0,0,0,0,0,0,0,0.0,,fussball.de
263,Wölfe Voreifel,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 1,12904,14,0,0,0,0,0,0,0,0,0.0,,fussball.de
264,ZHC Grubenlampe,Handballverband Sachsen,Handballverband Sachsen,5,Oberliga,OLS MÄNNER,12542,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
265,Zwönitzer HSV,Handballverband Sachsen,Handballverband Sachsen,5,Oberliga,OLS MÄNNER,12542,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
266,HSG Eider Harde II,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,5,Oberliga,Meisterrunde · Handballverband Schleswig-Holstein,15097,11,1,0,0,1,24,27,-3,0,0.0,,fussball.de
267,TSV Mildstedt,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,5,Oberliga,Meisterrunde · Handballverband Schleswig-Holstein,15097,12,1,0,0,1,30,34,-4,0,0.0,,fussball.de
268,TG Waldsee,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,5,Oberliga,M-OL,12401,10,1,0,0,1,28,32,-4,0,0.0,,fussball.de
269,TUS Lübeck VON 1893,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,5,Oberliga,Meisterrunde · Handballverband Schleswig-Holstein,15097,13,1,0,0,1,31,37,-6,0,0.0,,fussball.de
270,SG Oeversee-Jarplund-Weding,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,5,Oberliga,Meisterrunde · Handballverband Schleswig-Holstein,15097,14,1,0,0,1,25,32,-7,0,0.0,,fussball.de
271,TSV Speyer,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,5,Oberliga,M-OL,12401,11,1,0,0,1,15,23,-8,0,0.0,,fussball.de
272,TV 03 Wörth,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,5,Oberliga,M-OL,12401,12,1,0,0,1,23,38,-15,0,0.0,,fussball.de
273,HSG Dudenhofen/Schifferstadt 2,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,6,Verbandsliga,VL-M,12467,1,1,1,0,0,40,23,17,2,2.0,,fussball.de
274,HSG Eckbachtal 2,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,6,Verbandsliga,VL-M,12467,2,1,1,0,0,30,21,9,2,2.0,,fussball.de
275,SF Budenheim 2,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,6,Verbandsliga,VL-M,12467,3,1,1,0,0,33,25,8,2,2.0,,fussball.de
276,TSV Schwarzenbek,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,6,Verbandsliga,Meisterrunde - Süd,14063,1,1,1,0,0,28,20,8,2,2.0,,fussball.de
277,HSG Marne/Brunsbüttel,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,6,Verbandsliga,Meisterrunde - Nord,14064,1,1,1,0,0,25,17,8,2,2.0,,fussball.de
278,TuS Aumühle-Wohltorf,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,6,Verbandsliga,Meisterrunde - Süd,14063,2,1,1,0,0,31,24,7,2,2.0,,fussball.de
279,MTV Dänischenhagen,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,6,Verbandsliga,Meisterrunde - Süd,14063,3,1,1,0,0,29,23,6,2,2.0,,fussball.de
280,HSG Szoww,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,6,Verbandsliga,Meisterrunde - Nord,14064,2,1,1,0,0,28,22,6,2,2.0,,fussball.de
281,MTV Lübeck II,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,6,Verbandsliga,Meisterrunde - Süd,14063,4,1,1,0,0,32,28,4,2,2.0,,fussball.de
282,HSG Tarp/Wanderup,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,6,Verbandsliga,Meisterrunde - Nord,14064,3,1,1,0,0,28,25,3,2,2.0,,fussball.de
283,HSG Landau/Land,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,6,Verbandsliga,VL-M,12467,4,1,1,0,0,36,34,2,2,2.0,,fussball.de
284,TSV Büsum,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,6,Verbandsliga,Meisterrunde - Nord,14064,4,1,1,0,0,25,24,1,2,2.0,,fussball.de
285,1. Herren,Handballverband Westfalen,Handballverband Westfalen,6,Verbandsliga,HVW Männer Verbandsliga Staffel 1,12653,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
286,1.Fc KÖLN II,Handball Nordrhein,Handball Nordrhein,6,Verbandsliga,Verbandsliga Männer Gr. 5,12921,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
287,ASC Quierschied,Handballverband SAAR,Handballverband SAAR,6,Verbandsliga,Verbandsliga Männer,14383,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
288,ATSV Stockelsdorf,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,6,Verbandsliga,Meisterrunde - Süd,14063,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
289,ATV Dorstfeld 1878 E.V.,Handballverband Westfalen,Handballverband Westfalen,6,Verbandsliga,HVW Männer Verbandsliga Staffel 3,12655,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
290,ATV Hückeswagen,Handball Nordrhein,Handball Nordrhein,6,Verbandsliga,Verbandsliga Männer Gr. 4,12920,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
291,Alstadener TUS,Handball Nordrhein,Handball Nordrhein,6,Verbandsliga,Verbandsliga Männer Gr. 1,12912,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
292,BTB Aachen II,Handball Nordrhein,Handball Nordrhein,6,Verbandsliga,Verbandsliga Männer Gr. 5,12921,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
293,BTB Aachen III,Handball Nordrhein,Handball Nordrhein,6,Verbandsliga,Verbandsliga Männer Gr. 4,12920,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
294,Brühler TV,Handball Nordrhein,Handball Nordrhein,6,Verbandsliga,Verbandsliga Männer Gr. 5,12921,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
295,CVJM Oberwiehl,Handball Nordrhein,Handball Nordrhein,6,Verbandsliga,Verbandsliga Männer Gr. 4,12920,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
296,CVJM Rödinghausen E.V.,Handballverband Westfalen,Handballverband Westfalen,6,Verbandsliga,HVW Männer Verbandsliga Staffel 1,12653,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
297,Cronenberger TG,Handball Nordrhein,Handball Nordrhein,6,Verbandsliga,Verbandsliga Männer Gr. 3,12917,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
298,DIE HAIE I HSG Horst/Kiebitzreihe,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,6,Verbandsliga,Meisterrunde - Nord,14064,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
299,DJK GRÜN Weiss Werden,Handball Nordrhein,Handball Nordrhein,6,Verbandsliga,Verbandsliga Männer Gr. 2,12914,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
300,DJK Oespel-Kley Herren 1,Handballverband Westfalen,Handballverband Westfalen,6,Verbandsliga,HVW Männer Verbandsliga Staffel 3,12655,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
301,DJK SG Bösperde,Handballverband Westfalen,Handballverband Westfalen,6,Verbandsliga,HVW Männer Verbandsliga Staffel 3,12655,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
302,DJK St. Matthias Trier,Handballverband Rheinland,Handballverband Rheinland,6,Verbandsliga,Verbandsliga Männer · Handballverband Rheinland,12824,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
303,DJK Unitas HAAN E.V. II,Handball Nordrhein,Handball Nordrhein,6,Verbandsliga,Verbandsliga Männer Gr. 3,12917,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
304,DJK Unitas HAAN E.V. III,Handball Nordrhein,Handball Nordrhein,6,Verbandsliga,Verbandsliga Männer Gr. 2,12914,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
305,DJK VFR Mülheim Saarn,Handball Nordrhein,Handball Nordrhein,6,Verbandsliga,Verbandsliga Männer Gr. 2,12914,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
306,Die Affenadler,Handball Nordrhein,Handball Nordrhein,6,Verbandsliga,Verbandsliga Männer Gr. 2,12914,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
