rang_bundesweit,verein,verband,gebiet,ligastufe,spielklasse,staffel,staffel_id,platz_in_staffel,spiele,siege,unentschieden,niederlagen,tore,gegentore,tordifferenz,punkte,punkte_pro_spiel,rangaenderung_vorwoche,quelle
964,HSG Hüllhorst 2,Handballkreis Minden-Lübbecke,Handballkreis Minden-Lübbecke,9,Bezirksliga / Kreisliga / Regionsliga,HBKML Männer Kreisliga,13016,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
965,HSG Jörl-Doppeleiche Viöl II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel A,12969,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
966,HSG Kalkberg 06 II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel F,12974,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
967,HSG Kremperheide/Münsterdorf III,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel E,12973,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
968,HSG Lübecker Bucht,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel F,12974,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
969,HSG Lüdenscheid E.V. III,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga B Nord,13093,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
970,HSG Lüdenscheid e.V. II,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,HKLesi Kreisliga A Männer,15898,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
971,HSG Marienheide/Müllenbach,HK Oberberg,HK Oberberg,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer · HK Oberberg,12960,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
972,HSG Mertesdorf-Ruwertal II,Mosel/Eifel-Nahe/Hunsrück,Mosel/Eifel-Nahe/Hunsrück,9,Bezirksliga / Kreisliga / Regionsliga,Bezirksliga Männer Mosel/Eifel-Nahe/Hunsrück,14548,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
973,HSG NRG 2025 II,Handballkreis Münsterland,Handballkreis Münsterland,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Münsterland Männer,13227,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
974,HSG Neudorf/Döbeln II,HR Leipzig,HR Leipzig,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Leipzig,13116,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
975,HSG Nordau II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel A,12969,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
976,HSG Ohlau,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel E,12973,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
977,HSG Ostsee Neustadt/Grömitz III,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel F,12974,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
978,HSG Petershagen/Lahde 2,Handballkreis Minden-Lübbecke,Handballkreis Minden-Lübbecke,9,Bezirksliga / Kreisliga / Regionsliga,HBKML Männer Kreisliga,13016,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
979,HSG Porta Hr. 1,KÜS Ostwestfalenlippe,KÜS Ostwestfalenlippe,9,Bezirksliga / Kreisliga / Regionsliga,OWL Männer Bezirksliga Staffel 1,12671,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
980,HSG Porta Hr. 2,Handballkreis Minden-Lübbecke,Handballkreis Minden-Lübbecke,9,Bezirksliga / Kreisliga / Regionsliga,HBKML Männer Kreisliga,13016,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
981,HSG Refrath/Hand IV,HK Köln-Rheinberg,HK Köln-Rheinberg,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer · HK Köln-Rheinberg,12889,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
982,HSG Rietberg-Mastholte,Handballkreis Gütersloh,Handballkreis Gütersloh,9,Bezirksliga / Kreisliga / Regionsliga,HBKGT Männer Kreisliga,12456,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
983,HSG Rösrath/Forsbach II,HK Köln-Rheinberg,HK Köln-Rheinberg,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer · HK Köln-Rheinberg,12889,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
984,HSG Sachsenring,HR Südwestsachsen,HR Südwestsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Südwestsachsen,13096,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
985,HSG Schleswig,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel C,12971,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
986,HSG Schwerte Westhofen 1.H,Handballkreis Iserlohn-Arnsberg,Handballkreis Iserlohn-Arnsberg,9,Bezirksliga / Kreisliga / Regionsliga,HKISAR Kreisliga MÄNNER,15069,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
987,HSG Schülp/Westerrönfeld/Rendsburg III,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel B,12970,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
988,HSG Sieg H2,HK Bonn-Euskirchen-Sieg,HK Bonn-Euskirchen-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer,12897,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
989,HSG Siegerland II,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,KLB Süd 3 Runde,15787,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
990,HSG Siegerland II,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga B Süd,13094,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
991,HSG Soest Herren,Handballkreis Hellweg,Handballkreis Hellweg,9,Bezirksliga / Kreisliga / Regionsliga,Männer Kreisliga HKH,12689,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
992,HSG Spradow 2,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,9,Bezirksliga / Kreisliga / Regionsliga,Männer Kreisliga Bielefeld-Herford,13295,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
993,HSG Störtal Hummeln II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel E,12973,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
994,HSG Tecklenburger LAND III,Handballkreis Münsterland,Handballkreis Münsterland,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Münsterland Männer,13227,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
995,HSG Trifels II,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,9,Bezirksliga / Kreisliga / Regionsliga,M-BZL 2,12487,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
996,HSG Tva/Atsv Saarbrücken 3,Handballverband SAAR,Handballverband SAAR,9,Bezirksliga / Kreisliga / Regionsliga,Bezirksliga Männer,14382,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
997,HSG Wagrien II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel F,12974,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
998,HSG Werther/Borgholzhausen II,Handballkreis Gütersloh,Handballkreis Gütersloh,9,Bezirksliga / Kreisliga / Regionsliga,HBKGT Männer Kreisliga,12456,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
999,HSG Wesel II,HK Wesel,HK Wesel,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer,13065,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1000,HSG Westerwald II,Rhein/Westerwald,Rhein/Westerwald,9,Bezirksliga / Kreisliga / Regionsliga,Bezirksliga Männer Rhein/Westerwald,15020,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1001,HSG Wittgenstein,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,HKLesi Kreisliga A Männer,15898,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1002,HSV 1923 Pulsnitz III,HR Ostsachsen,HR Ostsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Ostsachsen,13110,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
1003,HSV Dresden III,HR Sachsen-Mitte,HR Sachsen-Mitte,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer,13103,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1004,HSV Minden-Nord,Handballkreis Minden-Lübbecke,Handballkreis Minden-Lübbecke,9,Bezirksliga / Kreisliga / Regionsliga,HBKML Männer Kreisliga,13016,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1005,HSV Rhein-Nette III,Rhein/Westerwald,Rhein/Westerwald,9,Bezirksliga / Kreisliga / Regionsliga,Bezirksliga Männer Rhein/Westerwald,15020,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1006,HSV Wegberg,HK Krefeld-Grenzland,HK Krefeld-Grenzland,9,Bezirksliga / Kreisliga / Regionsliga,BL Männer,15675,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1007,HSV Werdohl/Versetal 1972 E.V. 2,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga B Nord,13093,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1008,HTSF Senne II,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,9,Bezirksliga / Kreisliga / Regionsliga,Männer Kreisliga Bielefeld-Herford,13295,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1009,HV Eibau,HR Ostsachsen,HR Ostsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Ostsachsen,13110,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1010,HV Sundern H1,Handballkreis Iserlohn-Arnsberg,Handballkreis Iserlohn-Arnsberg,9,Bezirksliga / Kreisliga / Regionsliga,HKISAR Kreisliga MÄNNER,15069,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1011,HV Vallendar III,Rhein/Westerwald,Rhein/Westerwald,9,Bezirksliga / Kreisliga / Regionsliga,Bezirksliga Männer Rhein/Westerwald,15020,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1012,HV Weisenau,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,9,Bezirksliga / Kreisliga / Regionsliga,M-BZL 1,12486,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1013,Hammer SC 2008 E.V. II,Handballkreis Hellweg,Handballkreis Hellweg,9,Bezirksliga / Kreisliga / Regionsliga,Männer Kreisliga HKH,12689,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1014,Handball BAD Salzuflen 2,KÜS Ostwestfalenlippe,KÜS Ostwestfalenlippe,9,Bezirksliga / Kreisliga / Regionsliga,OWL Männer Bezirksliga Staffel 1,12671,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1015,Handball BAD Salzuflen 3,Handballkreis Lippe,Handballkreis Lippe,9,Bezirksliga / Kreisliga / Regionsliga,HBKLIP Kreisliga Männer,13126,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1016,Handball SV Westerholt E.V. II,Handballkreis Industrie,Handballkreis Industrie,9,Bezirksliga / Kreisliga / Regionsliga,HKI-M-Kreisliga,12710,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1017,Herzebrocker SV,Handballkreis Gütersloh,Handballkreis Gütersloh,9,Bezirksliga / Kreisliga / Regionsliga,HBKGT Männer Kreisliga,12456,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1018,Hildener Wölfe 2m,HK Essen,HK Essen,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer Süd,14914,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1019,Hsv/Hamm 02 III,Hamburger Handballverband,Hamburger Handballverband,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer Gruppe 2 (142),13442,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1020,Husen-Kurl 1. Männer,Handballkreis Dortmund,Handballkreis Dortmund,9,Bezirksliga / Kreisliga / Regionsliga,HKDO-KL-M,12777,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1021,IF Stjernen Flensborg,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel A,12969,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1022,JAHN Bockum,HK Krefeld-Grenzland,HK Krefeld-Grenzland,9,Bezirksliga / Kreisliga / Regionsliga,BL Männer,15675,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1023,Jülicher TV,HK Aachen-Düren,HK Aachen-Düren,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga,14819,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1024,Koweg Görlitz III,HR Ostsachsen,HR Ostsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Ostsachsen,13110,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1025,LHV Hoyerswerda III,HR Ostsachsen,HR Ostsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Ostsachsen,13110,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1026,LIT 1912 5,Handballkreis Minden-Lübbecke,Handballkreis Minden-Lübbecke,9,Bezirksliga / Kreisliga / Regionsliga,HBKML Männer Kreisliga,13016,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1027,LIT 1912 IV,KÜS Ostwestfalenlippe,KÜS Ostwestfalenlippe,9,Bezirksliga / Kreisliga / Regionsliga,OWL Männer Bezirksliga Staffel 1,12671,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1028,Lauenburger SV,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel G,12975,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1029,Leipziger SV Südwest,HR Leipzig,HR Leipzig,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Leipzig,13116,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1030,Lennestadt Würdinghausen,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,HKLesi Kreisliga A Männer,15898,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1031,Letmather TV H2,Handballkreis Iserlohn-Arnsberg,Handballkreis Iserlohn-Arnsberg,9,Bezirksliga / Kreisliga / Regionsliga,HKISAR Kreisliga MÄNNER,15069,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1032,Luchse Düsseldorf 2M,HK Essen,HK Essen,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer Süd,14914,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1033,Lübecker SV GUT HEIL V. 1876,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel G,12975,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1034,Lüttringhauser TV II,HK Essen,HK Essen,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer Süd,14914,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1035,MAINZER TV v. 1817,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,9,Bezirksliga / Kreisliga / Regionsliga,M-BZL 1,12486,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1036,MTV Ahrensbök,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel F,12974,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1037,MTV Ahrensbök II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel F,12974,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1038,MTV Dänischenhagen III,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel C,12971,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1039,MTV Heide,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel B,12970,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1040,Meerbuscher HV 2m,HK Essen,HK Essen,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer Süd,14914,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1041,Mettmann-Sport III,HK Essen,HK Essen,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer Nord,16078,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1042,Moorreger SV,Hamburger Handballverband,Hamburger Handballverband,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer Gruppe 1 (141),13440,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1043,Neusser HV 2m,HK Essen,HK Essen,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer Süd,14914,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1044,Niederbergischer HC II,HK Essen,HK Essen,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer Nord,16078,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1045,Niendorfer TSV III,Hamburger Handballverband,Hamburger Handballverband,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer Gruppe 1 (141),13440,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1046,OHC Bernstadt II,HR Ostsachsen,HR Ostsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Ostsachsen,13110,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1047,OSC Rheinhausen III,HK Rhein-Ruhr,HK Rhein-Ruhr,9,Bezirksliga / Kreisliga / Regionsliga,REGIONSLIGA MÄNNER,13017,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1048,OSV Zittau,HR Ostsachsen,HR Ostsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Ostsachsen,13110,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1049,PSV E.V. Recklinghausen II,Handballkreis Industrie,Handballkreis Industrie,9,Bezirksliga / Kreisliga / Regionsliga,HKI-M-Kreisliga,12710,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1050,Polizei SV KIEL,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel C,12971,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1051,Polizei SV KÖLN III,HK Köln-Rheinberg,HK Köln-Rheinberg,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer · HK Köln-Rheinberg,12889,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1052,Poppelsdorfer HV,HK Bonn-Euskirchen-Sieg,HK Bonn-Euskirchen-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer,12897,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1053,Preetzer TSV II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel D,12972,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1054,RE Schwelm 1,Handballkreis Hagen/Ennepe-Ruhr,Handballkreis Hagen/Ennepe-Ruhr,9,Bezirksliga / Kreisliga / Regionsliga,MÄNNER KREISLIGA HKHR,13011,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1055,RSV Rath-Heumar,HK Köln-Rheinberg,HK Köln-Rheinberg,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer · HK Köln-Rheinberg,12889,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1056,RSVE Siegen Handball E.V. II,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,KLB Süd 3 Runde,15787,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1057,RSVE Siegen Handball E.V. II,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga B Süd,13094,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1058,Radeberger SV III,HR Ostsachsen,HR Ostsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Ostsachsen,13110,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1059,Raisdorfer TSV,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel D,12972,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1060,Rodewischer Hb-Wölfe,HR Südwestsachsen,HR Südwestsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Südwestsachsen,13096,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1061,Rotation Borstendorf,HR Südwestsachsen,HR Südwestsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Südwestsachsen,13096,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1062,Rotation Weissenborn II,HR Südwestsachsen,HR Südwestsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Südwestsachsen,13096,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1063,S.S.D. Nikola Tesla,Hamburger Handballverband,Hamburger Handballverband,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer Gruppe 2 (142),13442,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1064,SC Alstertal-Langenhorn,Hamburger Handballverband,Hamburger Handballverband,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer Gruppe 2 (142),13442,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1065,SC Buntekuh Lübeck,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel G,12975,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1066,SC Fortuna Köln III,HK Köln-Rheinberg,HK Köln-Rheinberg,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer · HK Köln-Rheinberg,12889,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1067,SC Fortuna Wellsee,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel D,12972,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1068,SC Kieler Förde II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel D,12972,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1069,SC Münster 08 II,Handballkreis Münsterland,Handballkreis Münsterland,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Münsterland Männer,13227,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1070,SC Teutonia 10,Hamburger Handballverband,Hamburger Handballverband,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer Gruppe 1 (141),13440,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1071,SC Victoria II,Hamburger Handballverband,Hamburger Handballverband,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer Gruppe 1 (141),13440,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1072,SC Westfalia Kinderhaus II,Handballkreis Münsterland,Handballkreis Münsterland,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Münsterland Männer,13227,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1073,SF 01 Dresden,HR Sachsen-Mitte,HR Sachsen-Mitte,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer,13103,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1074,SF Neustadt/Wied,Rhein/Westerwald,Rhein/Westerwald,9,Bezirksliga / Kreisliga / Regionsliga,Bezirksliga Männer Rhein/Westerwald,15020,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1075,SF Puderbach 09,Rhein/Westerwald,Rhein/Westerwald,9,Bezirksliga / Kreisliga / Regionsliga,Bezirksliga Männer Rhein/Westerwald,15020,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1076,SG Altona III,Hamburger Handballverband,Hamburger Handballverband,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer Gruppe 1 (141),13440,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1077,SG Attendorn Ennest E.V. II,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,KLB Süd 3 Runde,15787,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
